"n_tau","PE_before","PE_after"
6945.02146934835,0.951913717648159,0.951913717648159
10945.0214693484,0.912927979386136,0.949834457926071
14945.0214693484,0.886818141263889,0.937905992792426
18945.0214693484,0.864165061299396,0.92467871168189
22945.0214693484,0.844353034268198,0.910999541191449
26945.0214693484,0.824566734681461,0.897285236168831
30945.0214693484,0.808321472760105,0.883857844607239
34945.0214693484,0.792339560519254,0.870575272999117
38945.0214693484,0.776888638245654,0.856866539772662
42945.0214693484,0.762224678861539,0.844170546877269
46945.0214693484,0.748584822650598,0.830419094992876
50945.0214693484,0.73618414315515,0.8183514608206
54945.0214693484,0.723351209027838,0.80552406310688
58945.0214693484,0.712011730458112,0.793468202526497
62945.0214693484,0.700362663093764,0.780783773333785
66945.0214693483,0.690423134655006,0.767461030713211
70945.0214693483,0.680276411481899,0.757045121635463
74945.0214693483,0.66992756163415,0.744431624732502
78945.0214693483,0.659381791703862,0.733222816922568
82945.0214693483,0.650807438158228,0.721648208682037
86945.0214693483,0.642114379359947,0.709709001145269
90945.0214693483,0.633306257271935,0.697408332125969
94945.0214693483,0.626627410073116,0.686884825130978
98945.0214693483,0.617628327865786,0.676116893715076
