"b","d","cost","rel_cost","K","D1","D2","nr1","nr2","nr12","ns","N0","a1","a2","a1_2","a2_2","ord"
1,0.1,0.5,0.5,1000200,2,2,100,100,0,1e+06,1000200,2.5e-06,2.5e-06,2.5e-06,2.5e-06,100
