"n_tau","PE_before","PE_after"
149832.732997196,6.9571108986703e-22,6.9571108986703e-22
159832.732997196,4.36830181652369e-22,8.04347597542844e-22
169832.732997196,2.78664974113649e-22,8.27482096794902e-22
179832.732997196,1.63982581383237e-22,8.40055868229955e-22
189832.732997196,8.86517736051279e-23,8.48351489202163e-22
199832.732997196,4.41222557588865e-23,8.53848290345568e-22
209832.732997196,2.00458732276646e-23,8.57774164975033e-22
219832.732997196,8.68856576909276e-24,8.60455003839518e-22
229832.732997196,3.62605955024479e-24,8.62313775629556e-22
239832.732997196,1.34300973048126e-24,8.63478653388709e-22
249832.732997196,5.16638572202023e-25,8.64072943679846e-22
259832.732997196,1.69394399709143e-25,8.64215131817358e-22
269832.732997196,5.6900678979769e-26,8.64018158325297e-22
279832.732997196,1.84025978239461e-26,8.63420114219868e-22
289832.732997196,5.85883752314369e-27,8.62670578738503e-22
299832.732997196,1.88515505040551e-27,8.61664154811765e-22
309832.732997196,6.31556108281845e-28,8.60393898551339e-22
319832.732997196,1.90333857244833e-28,8.58852826122016e-22
329832.732997196,5.097235013302e-29,8.57310644007957e-22
339832.732997196,1.48413110370791e-29,8.55247395175648e-22
349832.732997196,4.89307379700925e-30,8.5324786687541e-22
359832.732997196,1.48782572115918e-30,8.51415306389491e-22
369832.732997196,4.14210973864366e-31,8.4901382809162e-22
379832.732997196,1.04727118684674e-31,8.46841157745602e-22
389832.732997196,3.2327019570365e-32,8.44025870462947e-22
399832.732997196,9.27947202052002e-33,8.4150409664779e-22
409832.732997196,2.46291853538454e-33,8.38821410055508e-22
419832.732997196,8.61832550220492e-34,8.35976447683906e-22
429832.732997196,2.86715387304667e-34,8.32968146617601e-22
439832.732997196,6.07624311531331e-35,8.29796241104211e-22
449832.732997196,1.77390582107533e-35,8.26460027422918e-22
459832.732997196,7.54359648189425e-36,8.23673020631218e-22
469832.732997196,1.98109739797947e-36,8.20041806256131e-22
479832.732997196,4.8544648440892e-37,8.16247184824545e-22
489832.732997196,1.82481240214516e-37,8.13094771264858e-22
499832.732997196,3.94033072968437e-38,8.09009133797148e-22
