"n_tau","PE_before","PE_after"
564.22846549907,0.995998886817178,0.995998886817178
4564.22846549907,0.87069735345971,0.973041206353142
8564.22846549907,0.740405605863555,0.949748316090419
12564.2284654991,0.615700125530519,0.926865272932603
16564.2284654991,0.5098301253875,0.904544046134855
20564.2284654991,0.419803281171607,0.882710326867348
24564.2284654991,0.335943800558087,0.861034322206047
28564.2284654991,0.271611341501724,0.840483493393368
32564.2284654991,0.219019162419564,0.819874784422274
36564.2284654991,0.178151875564223,0.799824526113432
40564.2284654991,0.140855869271829,0.780203232677731
44564.2284654991,0.107825018474088,0.760651364619897
48564.2284654991,0.0848122117817862,0.742315036729314
52564.2284654991,0.06498773826172,0.723807980222611
56564.2284654991,0.0522276305137411,0.706211207911039
60564.2284654991,0.0412370272791064,0.687804789658915
64564.2284654991,0.0319418493827903,0.670654256782946
68564.2284654991,0.0242344063757679,0.653933026407063
72564.2284654991,0.0179787568399977,0.63775673859288
76564.2284654991,0.0145378794239735,0.622233517426892
80564.2284654991,0.0116224375903434,0.606313164130644
84564.2284654991,0.00812124694857443,0.59118789729644
88564.2284654991,0.0062927040161117,0.575748547592094
92564.2284654991,0.00480938481453825,0.561232580027399
96564.2284654991,0.00362285094798687,0.546478285222623
