"n_tau","PE_before","PE_after"
564.225733589114,0.997437209277279,0.997437209277279
4564.22573358911,0.983557080046315,0.975881989632175
8564.22573358912,0.970985783459502,0.954890964442999
12564.2257335891,0.958885905684979,0.934207033388739
16564.2257335891,0.947921538772953,0.913970228857939
20564.2257335891,0.937654075651105,0.894115888850107
24564.2257335891,0.926826994555684,0.874345839067064
28564.2257335891,0.917239347588887,0.855545772788115
32564.2257335891,0.908130369318235,0.836636950270976
36564.2257335891,0.899865642867124,0.818185311614088
40564.2257335891,0.890950959046608,0.800074683477596
44564.2257335891,0.881352592182916,0.781973959591382
48564.2257335891,0.873159218160021,0.764948415978575
52564.2257335891,0.864491276067701,0.747713717512735
56564.2257335891,0.857669723460454,0.731278555496639
60564.2257335891,0.850566819805649,0.714035779413233
64564.2257335891,0.843177203893885,0.697921158511926
68564.2257335891,0.835496065899998,0.682163717126625
72564.2257335891,0.827519080672075,0.66687536714402
76564.2257335891,0.822035190211438,0.652162526061716
80564.2257335891,0.816417521693988,0.637029502940047
84564.2257335891,0.807738833538929,0.622610420125018
88564.2257335891,0.801784181797559,0.607848659213011
92564.2257335891,0.795694511644684,0.593929043791418
96564.2257335891,0.789469760886761,0.57973934230764
