"n_tau","PE_before","PE_after"
1858.28726775973,0.978351047744063,0.978351047744063
5858.28726775973,0.887737382668382,0.955542391888908
9858.28726775973,0.817616150684222,0.926263580709409
13858.2872677597,0.754481571941406,0.897880565697848
17858.2872677597,0.69809967573251,0.870455169440331
21858.2872677597,0.648152705011988,0.843412909597913
25858.2872677597,0.601339845336214,0.817399822092295
29858.2872677597,0.562648662987644,0.792122998873974
33858.2872677597,0.525206520868155,0.767965809087591
37858.2872677597,0.489612893023577,0.744156529807915
41858.2872677597,0.45940153177581,0.720310435325721
45858.2872677597,0.431944819531783,0.698706834737626
49858.2872677597,0.407448919234118,0.676934445419318
53858.2872677597,0.382980857500784,0.655154383745737
57858.2872677597,0.361682423208299,0.634629158972689
61858.2872677597,0.340568195040922,0.615626790171546
65858.2872677597,0.322675639531526,0.596047712450876
69858.2872677597,0.305023829342856,0.57712103636008
73858.2872677597,0.290532507484388,0.558965316998543
77858.2872677597,0.276268784018024,0.541686745525028
81858.2872677597,0.26225885442535,0.524113796585466
85858.2872677597,0.248528105377328,0.507558719821773
89858.2872677597,0.237760823941841,0.492097542669208
93858.2872677597,0.22719948523026,0.476487015857797
97858.2872677597,0.216855256627544,0.460750854760104
