"ntau","D2","pe"
24800,1,0.335347932190488
24900,1,0.335347932190488
25000,1,0.335347932190488
25100,1,0.330438733455389
25200,1,0.330438733455389
25300,1,0.330438733455389
25400,1,0.325534125867848
25500,1,0.325534125867848
25600,1,0.325534125867848
25700,1,0.320635151791718
25800,1,0.320635151791718
25900,1,0.320635151791718
26000,1,0.315742686800677
26100,1,0.315742686800677
26200,1,0.310857796186272
26300,1,0.310857796186272
26400,1,0.310857796186272
26500,1,0.305981495546601
26600,1,0.305981495546601
26700,1,0.305981495546601
26800,1,0.301114865652268
26900,1,0.301114865652268
27000,1,0.301114865652268
27100,1,0.296258829214687
27200,1,0.296258829214687
27300,1,0.296258829214687
27400,1,0.29141448604838
27500,1,0.29141448604838
27600,1,0.29141448604838
27700,1,0.286582887565596
27800,1,0.286582887565596
27900,1,0.286582887565596
28000,1,0.28176509268479
28100,1,0.28176509268479
28200,1,0.28176509268479
28300,1,0.28176509268479
28400,1,0.276962167202232
28500,1,0.276962167202232
28600,1,0.276962167202232
28700,1,0.272175183139355
28800,1,0.272175183139355
28900,1,0.272175183139355
29000,1,0.267405267255703
29100,1,0.267405267255703
29200,1,0.267405267255703
29300,1,0.262653402652959
29400,1,0.262653402652959
29500,1,0.262653402652959
29600,1,0.257920725984166
29700,1,0.257920725984166
29800,1,0.257920725984166
29900,1,0.257920725984166
30000,1,0.253208327146352
30100,1,0.253208327146352
30200,1,0.253208327146352
30300,1,0.24851729862843
30400,1,0.24851729862843
30500,1,0.24851729862843
30600,1,0.24851729862843
30700,1,0.243848734712752
30800,1,0.243848734712752
30900,1,0.243848734712752
31000,1,0.239203730653458
31100,1,0.239203730653458
31200,1,0.239203730653458
31300,1,0.234583381832088
31400,1,0.234583381832088
31500,1,0.234583381832088
31600,1,0.234583381832088
31700,1,0.229988825225836
31800,1,0.229988825225836
31900,1,0.229988825225836
32000,1,0.229988825225836
32100,1,0.225421109638244
32200,1,0.225421109638244
32300,1,0.225421109638244
32400,1,0.220881285093818
32500,1,0.220881285093818
32600,1,0.220881285093818
32700,1,0.220881285093818
32800,1,0.216370480953082
32900,1,0.216370480953082
33000,1,0.216370480953082
33100,1,0.211889779812428
33200,1,0.211889779812428
33300,1,0.211889779812428
33400,1,0.211889779812428
33500,1,0.207440258884934
33600,1,0.207440258884934
33700,1,0.207440258884934
33800,1,0.207440258884934
33900,1,0.203022989014818
34000,1,0.203022989014818
34100,1,0.203022989014818
34200,1,0.203022989014818
34300,1,0.198639033675159
34400,1,0.198639033675159
34500,1,0.198639033675159
34600,1,0.198639033675159
34700,1,0.194289483713615
34800,1,0.194289483713615
34900,1,0.194289483713615
35000,1,0.194289483713615
35100,1,0.189975312422841
35200,1,0.189975312422841
35300,1,0.189975312422841
35400,1,0.189975312422841
35500,1,0.185697591612175
35600,1,0.185697591612175
35700,1,0.185697591612175
35800,1,0.185697591612175
35900,1,0.181457344951698
36000,1,0.181457344951698
36100,1,0.181457344951698
36200,1,0.181457344951698
36300,1,0.177255583517934
36400,1,0.177255583517934
36500,1,0.177255583517934
36600,1,0.177255583517934
36700,1,0.173093304716282
36800,1,0.173093304716282
36900,1,0.173093304716282
37000,1,0.173093304716282
37100,1,0.168971491195827
37200,1,0.168971491195827
37300,1,0.168971491195827
37400,1,0.168971491195827
37500,1,0.164891140107141
37600,1,0.164891140107141
37700,1,0.164891140107141
37800,1,0.164891140107141
37900,1,0.160853169339762
38000,1,0.160853169339762
38100,1,0.160853169339762
38200,1,0.160853169339762
38300,1,0.15685848198185
38400,1,0.15685848198185
38500,1,0.15685848198185
38600,1,0.15685848198185
38700,1,0.15685848198185
38800,1,0.152908021083281
38900,1,0.152908021083281
39000,1,0.152908021083281
39100,1,0.152908021083281
39200,1,0.149002679083936
39300,1,0.149002679083936
39400,1,0.149002679083936
39500,1,0.149002679083936
39600,1,0.149002679083936
39700,1,0.145143327090756
39800,1,0.145143327090756
39900,1,0.145143327090756
40000,1,0.145143327090756
40100,1,0.141330813789245
40200,1,0.141330813789245
40300,1,0.141330813789245
40400,1,0.141330813789245
40500,1,0.141330813789245
40600,1,0.137565989650916
40700,1,0.137565989650916
40800,1,0.137565989650916
40900,1,0.137565989650916
41000,1,0.133849603974921
41100,1,0.133849603974921
41200,1,0.133849603974921
41300,1,0.133849603974921
41400,1,0.133849603974921
41500,1,0.13018245775469
41600,1,0.13018245775469
41700,1,0.13018245775469
41800,1,0.13018245775469
41900,1,0.13018245775469
42000,1,0.126565299272645
42100,1,0.126565299272645
42200,1,0.126565299272645
42300,1,0.126565299272645
42400,1,0.122998849095931
42500,1,0.122998849095931
42600,1,0.122998849095931
42700,1,0.122998849095931
42800,1,0.122998849095931
42900,1,0.119483821060465
43000,1,0.119483821060465
43100,1,0.119483821060465
43200,1,0.119483821060465
43300,1,0.119483821060465
43400,1,0.116020832618766
43500,1,0.116020832618766
43600,1,0.116020832618766
43700,1,0.116020832618766
43800,1,0.116020832618766
43900,1,0.112610537889411
44000,1,0.112610537889411
44100,1,0.112610537889411
44200,1,0.112610537889411
44300,1,0.112610537889411
44400,1,0.109253536679781
44500,1,0.109253536679781
44600,1,0.109253536679781
44700,1,0.109253536679781
44800,1,0.109253536679781
44900,1,0.105950415717663
45000,1,0.105950415717663
45100,1,0.105950415717663
45200,1,0.105950415717663
45300,1,0.105950415717663
45400,1,0.102701669258607
45500,1,0.102701669258607
45600,1,0.102701669258607
45700,1,0.102701669258607
45800,1,0.102701669258607
45900,1,0.0995078353167795
46000,1,0.0995078353167795
46100,1,0.0995078353167795
46200,1,0.0995078353167795
46300,1,0.0995078353167795
46400,1,0.0995078353167795
46500,1,0.0963693411738717
46600,1,0.0963693411738717
46700,1,0.0963693411738717
46800,1,0.0963693411738717
46900,1,0.0963693411738717
47000,1,0.0932866343848376
47100,1,0.0932866343848376
47200,1,0.0932866343848376
47300,1,0.0932866343848376
47400,1,0.0932866343848376
47500,1,0.0902601069932709
47600,1,0.0902601069932709
47700,1,0.0902601069932709
47800,1,0.0902601069932709
47900,1,0.0902601069932709
48000,1,0.0902601069932709
48100,1,0.0872901137643749
48200,1,0.0872901137643749
48300,1,0.0872901137643749
48400,1,0.0872901137643749
48500,1,0.0872901137643749
48600,1,0.0843769870595465
48700,1,0.0843769870595465
48800,1,0.0843769870595465
48900,1,0.0843769870595465
49000,1,0.0843769870595465
49100,1,0.0843769870595465
49200,1,0.0815209736164237
49300,1,0.0815209736164237
49400,1,0.0815209736164237
49500,1,0.0815209736164237
49600,1,0.0815209736164237
49700,1,0.0787223287902986
49800,1,0.0787223287902986
49900,1,0.0787223287902986
50000,1,0.0787223287902986
0,1.02,0
100,1.02,0
200,1.02,0
300,1.02,0
400,1.02,0
500,1.02,0
600,1.02,0
700,1.02,0
800,1.02,0
900,1.02,0
1000,1.02,0
1100,1.02,0
1200,1.02,0
1300,1.02,0
1400,1.02,0
1500,1.02,0.972890317844507
1600,1.02,0.969809348815144
1700,1.02,0.966767937140655
1800,1.02,0.963884331671293
1900,1.02,0.960919972169121
2000,1.02,0.958090762518985
2100,1.02,0.955236613562977
2200,1.02,0.952031657797589
2300,1.02,0.949377213152927
2400,1.02,0.946491394061122
2500,1.02,0.943356961222224
2600,1.02,0.940542718105711
2700,1.02,0.937532879856114
2800,1.02,0.934315917596796
2900,1.02,0.931584922883206
3000,1.02,0.928707221778669
3100,1.02,0.925675817023494
3200,1.02,0.922483432206687
3300,1.02,0.919123003626673
3400,1.02,0.916487542263097
3500,1.02,0.912814018191171
3600,1.02,0.909934604885399
3700,1.02,0.906944491873873
3800,1.02,0.903840159734805
3900,1.02,0.90061815354261
4000,1.02,0.898402453037904
4100,1.02,0.894974754934418
4200,1.02,0.891418475213878
4300,1.02,0.888974309039805
4400,1.02,0.885194470612771
4500,1.02,0.882597158367111
4600,1.02,0.879936560784777
4700,1.02,0.875823739660663
4800,1.02,0.872998574828272
4900,1.02,0.870105289036604
5000,1.02,0.867142509775767
5100,1.02,0.864109008223473
5200,1.02,0.861003062864821
5300,1.02,0.857823574456574
5400,1.02,0.854568797394441
5500,1.02,0.851237449022063
5600,1.02,0.849542763312038
5700,1.02,0.846093829595491
5800,1.02,0.842564673746027
5900,1.02,0.838953819723456
6000,1.02,0.837117292655471
6100,1.02,0.833381261931401
6200,1.02,0.829559812145577
6300,1.02,0.827616512388749
6400,1.02,0.823663981595867
6500,1.02,0.821654376374009
6600,1.02,0.81756770163857
6700,1.02,0.81549010737114
6800,1.02,0.811265624261089
6900,1.02,0.809118363402444
7000,1.02,0.804752876275253
7100,1.02,0.802534280883744
7200,1.02,0.800291686401059
7300,1.02,0.795733177958948
7400,1.02,0.793416902276546
7500,1.02,0.791075754260918
7600,1.02,0.786318126300757
7700,1.02,0.78390129192568
7800,1.02,0.781458876545058
7900,1.02,0.778990849648592
8000,1.02,0.773976556659975
8100,1.02,0.771430095213348
8200,1.02,0.76885720068447
8300,1.02,0.766257708201949
8400,1.02,0.763631455002165
8500,1.02,0.760978420162315
8600,1.02,0.755590813763642
8700,1.02,0.752855934606476
8800,1.02,0.750093516720163
8900,1.02,0.747303412543019
9000,1.02,0.744485477499724
9100,1.02,0.741639570138467
9200,1.02,0.738765688198738
9300,1.02,0.735863424292182
9400,1.02,0.732932783865432
9500,1.02,0.729973639391865
9600,1.02,0.726985867198989
9700,1.02,0.72396934762362
9800,1.02,0.720923965170112
9900,1.02,0.717849740614868
10000,1.02,0.714746433677159
10100,1.02,0.711613811845412
10200,1.02,0.708451910096485
10300,1.02,0.705260636252055
10400,1.02,0.702039903314369
10500,1.02,0.702039903314369
10600,1.02,0.698789629645611
10700,1.02,0.695509739150244
10800,1.02,0.692200288715116
10900,1.02,0.68886095854788
11000,1.02,0.685491818384453
11100,1.02,0.682092816180126
11200,1.02,0.678663906387609
11300,1.02,0.678663906387609
11400,1.02,0.675205050156387
11500,1.02,0.671716215534758
11600,1.02,0.668197500500609
11700,1.02,0.664648762902701
11800,1.02,0.664648762902701
11900,1.02,0.661069871471564
12000,1.02,0.657460946964573
12100,1.02,0.653821995047446
12200,1.02,0.650153029549808
12300,1.02,0.650153029549808
12400,1.02,0.64645419166682
12500,1.02,0.642725273351567
12600,1.02,0.638966434128166
12700,1.02,0.638966434128166
12800,1.02,0.635177722694762
12900,1.02,0.631359197027655
13000,1.02,0.631359197027655
13100,1.02,0.627510924610281
13200,1.02,0.62363298266247
13300,1.02,0.619725572334123
13400,1.02,0.619725572334123
13500,1.02,0.615788562149414
13600,1.02,0.611822174821835
13700,1.02,0.611822174821835
13800,1.02,0.607826640523017
13900,1.02,0.603801864082546
14000,1.02,0.603801864082546
14100,1.02,0.599748098885308
14200,1.02,0.595665606424138
14300,1.02,0.595665606424138
14400,1.02,0.591554330009883
14500,1.02,0.587414555540798
14600,1.02,0.587414555540798
14700,1.02,0.583246470417716
14800,1.02,0.583246470417716
14900,1.02,0.579050274347131
15000,1.02,0.57482617957354
15100,1.02,0.57482617957354
15200,1.02,0.570574516129863
15300,1.02,0.566295310995218
15400,1.02,0.566295310995218
15500,1.02,0.561988921419698
15600,1.02,0.561988921419698
15700,1.02,0.557655612094242
15800,1.02,0.557655612094242
15900,1.02,0.553295661385158
16000,1.02,0.548909361554632
16100,1.02,0.548909361554632
16200,1.02,0.544497219429466
16300,1.02,0.544497219429466
16400,1.02,0.540059152582053
16500,1.02,0.540059152582053
16600,1.02,0.535595698933536
16700,1.02,0.531107208468193
16800,1.02,0.531107208468193
16900,1.02,0.526594046115561
17000,1.02,0.526594046115561
17100,1.02,0.522056591947091
17200,1.02,0.522056591947091
17300,1.02,0.51749533656748
17400,1.02,0.51749533656748
17500,1.02,0.512910499457691
17600,1.02,0.512910499457691
17700,1.02,0.508302603480833
17800,1.02,0.508302603480833
17900,1.02,0.503672091129922
18000,1.02,0.503672091129922
18100,1.02,0.499019420934818
18200,1.02,0.499019420934818
18300,1.02,0.49434506762046
18400,1.02,0.49434506762046
18500,1.02,0.489649612258442
18600,1.02,0.489649612258442
18700,1.02,0.484933381342366
18800,1.02,0.484933381342366
18900,1.02,0.480196990111291
19000,1.02,0.480196990111291
19100,1.02,0.47544097948569
19200,1.02,0.47544097948569
19300,1.02,0.470665993715627
19400,1.02,0.470665993715627
19500,1.02,0.465872519090192
19600,1.02,0.465872519090192
19700,1.02,0.461061062585631
19800,1.02,0.461061062585631
19900,1.02,0.456232319909958
20000,1.02,0.456232319909958
20100,1.02,0.451386917180764
20200,1.02,0.451386917180764
20300,1.02,0.451386917180764
20400,1.02,0.446525497769353
20500,1.02,0.446525497769353
20600,1.02,0.441648722343184
20700,1.02,0.441648722343184
20800,1.02,0.436757349121542
20900,1.02,0.436757349121542
21000,1.02,0.431851911894988
21100,1.02,0.431851911894988
21200,1.02,0.431851911894988
21300,1.02,0.426933204642548
21400,1.02,0.426933204642548
21500,1.02,0.422001957350012
21600,1.02,0.422001957350012
21700,1.02,0.422001957350012
21800,1.02,0.417058917289476
21900,1.02,0.417058917289476
22000,1.02,0.412104924690714
22100,1.02,0.412104924690714
22200,1.02,0.407140608698422
22300,1.02,0.407140608698422
22400,1.02,0.407140608698422
22500,1.02,0.402166844886905
22600,1.02,0.402166844886905
22700,1.02,0.397184522115204
22800,1.02,0.397184522115204
22900,1.02,0.397184522115204
23000,1.02,0.392194325545414
23100,1.02,0.392194325545414
23200,1.02,0.387197249955509
23300,1.02,0.387197249955509
23400,1.02,0.387197249955509
23500,1.02,0.382194017832742
23600,1.02,0.382194017832742
23700,1.02,0.382194017832742
23800,1.02,0.377185583641815
23900,1.02,0.377185583641815
24000,1.02,0.372172845772748
24100,1.02,0.372172845772748
24200,1.02,0.372172845772748
24300,1.02,0.367156718549074
24400,1.02,0.367156718549074
24500,1.02,0.367156718549074
24600,1.02,0.362138198489974
24700,1.02,0.362138198489974
24800,1.02,0.357118096900991
24900,1.02,0.357118096900991
25000,1.02,0.357118096900991
25100,1.02,0.352097441915858
25200,1.02,0.352097441915858
25300,1.02,0.352097441915858
25400,1.02,0.347077208857542
25500,1.02,0.347077208857542
25600,1.02,0.347077208857542
25700,1.02,0.342058450435515
25800,1.02,0.342058450435515
25900,1.02,0.342058450435515
26000,1.02,0.337042043533549
26100,1.02,0.337042043533549
26200,1.02,0.332029069704904
26300,1.02,0.332029069704904
26400,1.02,0.332029069704904
26500,1.02,0.32702055973375
26600,1.02,0.32702055973375
26700,1.02,0.32702055973375
26800,1.02,0.322017557213941
26900,1.02,0.322017557213941
27000,1.02,0.322017557213941
27100,1.02,0.317021234601123
27200,1.02,0.317021234601123
27300,1.02,0.317021234601123
27400,1.02,0.312032424395108
27500,1.02,0.312032424395108
27600,1.02,0.312032424395108
27700,1.02,0.307052324410952
27800,1.02,0.307052324410952
27900,1.02,0.307052324410952
28000,1.02,0.302082024460761
28100,1.02,0.302082024460761
28200,1.02,0.302082024460761
28300,1.02,0.302082024460761
28400,1.02,0.297122679204116
28500,1.02,0.297122679204116
28600,1.02,0.297122679204116
28700,1.02,0.292175287739069
28800,1.02,0.292175287739069
28900,1.02,0.292175287739069
29000,1.02,0.287241024248399
29100,1.02,0.287241024248399
29200,1.02,0.287241024248399
29300,1.02,0.282321015407984
29400,1.02,0.282321015407984
29500,1.02,0.282321015407984
29600,1.02,0.277416395438426
29700,1.02,0.277416395438426
29800,1.02,0.277416395438426
29900,1.02,0.277416395438426
30000,1.02,0.27252835545134
30100,1.02,0.27252835545134
30200,1.02,0.27252835545134
30300,1.02,0.267657941380501
30400,1.02,0.267657941380501
30500,1.02,0.267657941380501
30600,1.02,0.267657941380501
30700,1.02,0.262806356731864
30800,1.02,0.262806356731864
30900,1.02,0.262806356731864
31000,1.02,0.257974758378614
31100,1.02,0.257974758378614
31200,1.02,0.257974758378614
31300,1.02,0.253164353383226
31400,1.02,0.253164353383226
31500,1.02,0.253164353383226
31600,1.02,0.253164353383226
31700,1.02,0.24837621093813
31800,1.02,0.24837621093813
31900,1.02,0.24837621093813
32000,1.02,0.24837621093813
32100,1.02,0.243611543795518
32200,1.02,0.243611543795518
32300,1.02,0.243611543795518
32400,1.02,0.238871561938154
32500,1.02,0.238871561938154
32600,1.02,0.238871561938154
32700,1.02,0.238871561938154
32800,1.02,0.234157385956175
32900,1.02,0.234157385956175
33000,1.02,0.234157385956175
33100,1.02,0.229470138846635
33200,1.02,0.229470138846635
33300,1.02,0.229470138846635
33400,1.02,0.229470138846635
33500,1.02,0.224811028010422
33600,1.02,0.224811028010422
33700,1.02,0.224811028010422
33800,1.02,0.224811028010422
33900,1.02,0.220181213842442
34000,1.02,0.220181213842442
34100,1.02,0.220181213842442
34200,1.02,0.220181213842442
34300,1.02,0.215581892420544
34400,1.02,0.215581892420544
34500,1.02,0.215581892420544
34600,1.02,0.215581892420544
34700,1.02,0.21101413484777
34800,1.02,0.21101413484777
34900,1.02,0.21101413484777
35000,1.02,0.21101413484777
35100,1.02,0.206479127015018
35200,1.02,0.206479127015018
35300,1.02,0.206479127015018
35400,1.02,0.206479127015018
35500,1.02,0.201978006967857
35600,1.02,0.201978006967857
35700,1.02,0.201978006967857
35800,1.02,0.201978006967857
35900,1.02,0.197511940745743
36000,1.02,0.197511940745743
36100,1.02,0.197511940745743
36200,1.02,0.197511940745743
36300,1.02,0.193081975000486
36400,1.02,0.193081975000486
36500,1.02,0.193081975000486
36600,1.02,0.193081975000486
36700,1.02,0.188689256609917
36800,1.02,0.188689256609917
36900,1.02,0.188689256609917
37000,1.02,0.188689256609917
37100,1.02,0.184334883394947
37200,1.02,0.184334883394947
37300,1.02,0.184334883394947
37400,1.02,0.184334883394947
37500,1.02,0.180019973304522
37600,1.02,0.180019973304522
37700,1.02,0.180019973304522
37800,1.02,0.180019973304522
37900,1.02,0.175745529942312
38000,1.02,0.175745529942312
38100,1.02,0.175745529942312
38200,1.02,0.175745529942312
38300,1.02,0.171512674173136
38400,1.02,0.171512674173136
38500,1.02,0.171512674173136
38600,1.02,0.171512674173136
38700,1.02,0.171512674173136
38800,1.02,0.16732238078826
38900,1.02,0.16732238078826
39000,1.02,0.16732238078826
39100,1.02,0.16732238078826
39200,1.02,0.163175733181607
39300,1.02,0.163175733181607
39400,1.02,0.163175733181607
39500,1.02,0.163175733181607
39600,1.02,0.163175733181607
39700,1.02,0.159073672517509
39800,1.02,0.159073672517509
39900,1.02,0.159073672517509
40000,1.02,0.159073672517509
40100,1.02,0.155017211386837
40200,1.02,0.155017211386837
40300,1.02,0.155017211386837
40400,1.02,0.155017211386837
40500,1.02,0.155017211386837
40600,1.02,0.151007310099648
40700,1.02,0.151007310099648
40800,1.02,0.151007310099648
40900,1.02,0.151007310099648
41000,1.02,0.147044933296832
41100,1.02,0.147044933296832
41200,1.02,0.147044933296832
41300,1.02,0.147044933296832
41400,1.02,0.147044933296832
41500,1.02,0.143130939982741
41600,1.02,0.143130939982741
41700,1.02,0.143130939982741
41800,1.02,0.143130939982741
41900,1.02,0.143130939982741
42000,1.02,0.139266246676364
42100,1.02,0.139266246676364
42200,1.02,0.139266246676364
42300,1.02,0.139266246676364
42400,1.02,0.135451740733737
42500,1.02,0.135451740733737
42600,1.02,0.135451740733737
42700,1.02,0.135451740733737
42800,1.02,0.135451740733737
42900,1.02,0.131688206559728
43000,1.02,0.131688206559728
43100,1.02,0.131688206559728
43200,1.02,0.131688206559728
43300,1.02,0.131688206559728
43400,1.02,0.127976476235159
43500,1.02,0.127976476235159
43600,1.02,0.127976476235159
43700,1.02,0.127976476235159
43800,1.02,0.127976476235159
43900,1.02,0.124317326380036
44000,1.02,0.124317326380036
44100,1.02,0.124317326380036
44200,1.02,0.124317326380036
44300,1.02,0.124317326380036
44400,1.02,0.120711524885759
44500,1.02,0.120711524885759
44600,1.02,0.120711524885759
44700,1.02,0.120711524885759
44800,1.02,0.120711524885759
44900,1.02,0.117159740430768
45000,1.02,0.117159740430768
45100,1.02,0.117159740430768
45200,1.02,0.117159740430768
45300,1.02,0.117159740430768
45400,1.02,0.113662676574669
45500,1.02,0.113662676574669
45600,1.02,0.113662676574669
45700,1.02,0.113662676574669
45800,1.02,0.113662676574669
45900,1.02,0.110221020359457
46000,1.02,0.110221020359457
46100,1.02,0.110221020359457
46200,1.02,0.110221020359457
46300,1.02,0.110221020359457
46400,1.02,0.110221020359457
46500,1.02,0.106835300759388
46600,1.02,0.106835300759388
46700,1.02,0.106835300759388
46800,1.02,0.106835300759388
46900,1.02,0.106835300759388
47000,1.02,0.103506134962555
47100,1.02,0.103506134962555
47200,1.02,0.103506134962555
47300,1.02,0.103506134962555
47400,1.02,0.103506134962555
47500,1.02,0.100234061154869
47600,1.02,0.100234061154869
47700,1.02,0.100234061154869
47800,1.02,0.100234061154869
47900,1.02,0.100234061154869
48000,1.02,0.100234061154869
48100,1.02,0.097019597346265
48200,1.02,0.097019597346265
48300,1.02,0.097019597346265
48400,1.02,0.097019597346265
48500,1.02,0.097019597346265
48600,1.02,0.0938631686604668
48700,1.02,0.0938631686604668
48800,1.02,0.0938631686604668
48900,1.02,0.0938631686604668
49000,1.02,0.0938631686604668
49100,1.02,0.0938631686604668
49200,1.02,0.0907652152694461
49300,1.02,0.0907652152694461
49400,1.02,0.0907652152694461
49500,1.02,0.0907652152694461
49600,1.02,0.0907652152694461
49700,1.02,0.0877261345818431
49800,1.02,0.0877261345818431
49900,1.02,0.0877261345818431
50000,1.02,0.0877261345818431
0,1.04,0
100,1.04,0
200,1.04,0
300,1.04,0
400,1.04,0
500,1.04,0
600,1.04,0
700,1.04,0
800,1.04,0
