"D1","D2","norm_auc"
2.98,1.06,0.040289390693741
3,1.06,0.0403840108851911
1,1.08,0.0827076844229901
1.02,1.08,0.0838891413908245
1.04,1.08,0.0846587937430273
1.06,1.08,0.0850490592589707
1.08,1.08,0.085057162982687
1.1,1.08,0.0847489417854982
1.12,1.08,0.0841947061543057
1.14,1.08,0.0835438525150077
1.16,1.08,0.0826731793372298
1.18,1.08,0.0817082071241433
1.2,1.08,0.0806641421024838
1.22,1.08,0.079499154404628
1.24,1.08,0.0783943572854911
1.26,1.08,0.0773371839667279
1.28,1.08,0.0761435672451545
1.3,1.08,0.0750086417077997
1.32,1.08,0.0739466322213984
1.34,1.08,0.072824799935967
1.36,1.08,0.0716888943585381
1.38,1.08,0.0706852245780743
1.4,1.08,0.0697064976613887
1.42,1.08,0.0686577970653901
1.44,1.08,0.067770500486239
1.46,1.08,0.0668480723135356
1.48,1.08,0.0659326787354446
1.5,1.08,0.0651639002698167
1.52,1.08,0.0642580503522946
1.54,1.08,0.0635000887573156
1.56,1.08,0.0626476868202263
1.58,1.08,0.0618429242396798
1.6,1.08,0.0611809979961966
1.62,1.08,0.0604432944412728
1.64,1.08,0.0598522223022333
1.66,1.08,0.0591122926938709
1.68,1.08,0.0584872923589756
1.7,1.08,0.0579621658976291
1.72,1.08,0.0572356789461198
1.74,1.08,0.0568077357360378
1.76,1.08,0.0560807166493189
1.78,1.08,0.0556843168618957
1.8,1.08,0.0552580067139014
1.82,1.08,0.0545698020724729
1.84,1.08,0.0543699778827888
1.86,1.08,0.053770016546085
1.88,1.08,0.0533593374970236
1.9,1.08,0.0529836771391785
1.92,1.08,0.052662687222502
1.94,1.08,0.0521786109962543
1.96,1.08,0.051753665260932
1.98,1.08,0.0512636787598547
2,1.08,0.0507746234981817
2.02,1.08,0.0505756774569051
2.04,1.08,0.0503732452530841
2.06,1.08,0.049689539392533
2.08,1.08,0.0494939031603662
2.1,1.08,0.0491676811479971
2.12,1.08,0.0489811578115346
2.14,1.08,0.048679877048865
2.16,1.08,0.048325969372205
2.18,1.08,0.0480739477310911
2.2,1.08,0.0476440938011305
2.22,1.08,0.0476064935561148
2.24,1.08,0.0472636671704879
2.26,1.08,0.046919271430394
2.28,1.08,0.0466269415632398
2.3,1.08,0.0464759614752459
2.32,1.08,0.0462805696226938
2.34,1.08,0.0458745270154084
2.36,1.08,0.0456589456609316
2.38,1.08,0.0457488653148695
2.4,1.08,0.0454869377855188
2.42,1.08,0.0451529878004546
2.44,1.08,0.0451119844443243
2.46,1.08,0.0448298755637778
2.48,1.08,0.0447289342174794
2.5,1.08,0.0442970577543227
2.52,1.08,0.044256011395337
2.54,1.08,0.0440653714470348
2.56,1.08,0.0436776579118631
2.58,1.08,0.0434768739016608
2.6,1.08,0.0435593463194653
2.62,1.08,0.0432827669765054
2.64,1.08,0.043113794867413
2.66,1.08,0.0431385790533526
2.68,1.08,0.0428346233403126
2.7,1.08,0.0428217406292261
2.72,1.08,0.0425403695338859
2.74,1.08,0.0423959656169706
2.76,1.08,0.0421104734250989
2.78,1.08,0.0423513738380388
2.8,1.08,0.042028543580212
2.82,1.08,0.0419090240813974
2.84,1.08,0.0416759422750587
2.86,1.08,0.0416354076078478
2.88,1.08,0.0414671504026633
2.9,1.08,0.0412901448459984
2.92,1.08,0.0412067564028513
2.94,1.08,0.0409858357526657
2.96,1.08,0.0411064966715892
2.98,1.08,0.0408881466265039
3,1.08,0.0409808626078984
1,1.1,0.0861229339396286
1.02,1.1,0.087135039738259
1.04,1.1,0.0877413172498994
1.06,1.1,0.0879776356436043
1.08,1.1,0.0878408656352023
1.1,1.1,0.0873957073448898
1.12,1.1,0.0867137459364886
1.14,1.1,0.085948167871051
1.16,1.1,0.0849690365646112
1.18,1.1,0.0839045452432952
1.2,1.1,0.0827680949331244
1.22,1.1,0.0815160252430441
1.24,1.1,0.0803310175174338
1.26,1.1,0.0792029073340863
1.28,1.1,0.0779414586029997
1.3,1.1,0.076740656416754
1.32,1.1,0.0756216193811892
1.34,1.1,0.074443655858678
1.36,1.1,0.0732526596499382
1.38,1.1,0.0722017829027344
1.4,1.1,0.0711776568108825
1.42,1.1,0.0700865838162301
1.44,1.1,0.069161523958294
1.46,1.1,0.0681994654480499
1.48,1.1,0.0672464561074443
1.5,1.1,0.0664463046552499
1.52,1.1,0.0655063407343149
1.54,1.1,0.0647165792442474
1.56,1.1,0.0638319426198284
1.58,1.1,0.0630008517533263
1.6,1.1,0.0623129777179829
1.62,1.1,0.0615493904198634
1.64,1.1,0.0609384018406494
1.66,1.1,0.0601726989214069
1.68,1.1,0.0595257931689381
1.7,1.1,0.0589794793623581
1.72,1.1,0.0582324880170266
1.74,1.1,0.057788777938246
1.76,1.1,0.0570395039164882
1.78,1.1,0.0566265085141271
1.8,1.1,0.0561847019726128
1.82,1.1,0.0554785629565345
1.84,1.1,0.0552666377756477
1.86,1.1,0.0546497072427767
1.88,1.1,0.0542281724069377
1.9,1.1,0.0538377601752107
1.92,1.1,0.0535059028436608
1.94,1.1,0.0530054851659096
1.96,1.1,0.0525684227769829
1.98,1.1,0.0520647261448863
2,1.1,0.0515643498374332
2.02,1.1,0.0513555353366364
2.04,1.1,0.0511446668249393
2.06,1.1,0.0504449005416002
2.08,1.1,0.0502434088343139
2.1,1.1,0.0499074737479635
2.12,1.1,0.0497087575273684
2.14,1.1,0.049401033104548
2.16,1.1,0.0490392281096798
2.18,1.1,0.0487759132225287
2.2,1.1,0.0483372189333282
2.22,1.1,0.0482954425415682
2.24,1.1,0.0479404920862526
2.26,1.1,0.0475905137454547
2.28,1.1,0.0472899999254649
2.3,1.1,0.0471340272451617
2.32,1.1,0.0469321399177525
2.34,1.1,0.0465158050487595
2.36,1.1,0.0462951844405087
2.38,1.1,0.0463829801563208
2.4,1.1,0.0461158220997216
2.42,1.1,0.045773895739698
2.44,1.1,0.0457279260485852
2.46,1.1,0.0454416073120522
2.48,1.1,0.0453343087381455
2.5,1.1,0.0448935435174767
2.52,1.1,0.0448499688095148
2.54,1.1,0.044651013737696
2.56,1.1,0.0442584962712656
2.58,1.1,0.0440506146066216
2.6,1.1,0.0441343136834318
2.62,1.1,0.0438482118061132
2.64,1.1,0.0436749502500862
2.66,1.1,0.0437002210756691
2.68,1.1,0.0433876910947801
2.7,1.1,0.0433747981437644
2.72,1.1,0.0430862682530778
2.74,1.1,0.0429376656076944
2.76,1.1,0.042646492715953
2.78,1.1,0.0428876736386259
2.8,1.1,0.0425584872366128
2.82,1.1,0.0424376098966409
2.84,1.1,0.0421990606069255
2.86,1.1,0.0421527808081884
2.88,1.1,0.0419826655280703
2.9,1.1,0.0418040594580062
2.92,1.1,0.0417142522110995
2.94,1.1,0.041490599437997
2.96,1.1,0.0416101813580195
2.98,1.1,0.0413904699945273
3,1.1,0.0414814384991095
1,1.12,0.0891102417058471
1.02,1.12,0.089968500106084
1.04,1.12,0.0904275406811096
1.06,1.12,0.0905260587520016
1.08,1.12,0.0902603737361186
1.1,1.12,0.0896938491595389
1.12,1.12,0.0888990170723123
1.14,1.12,0.0880321799216802
1.16,1.12,0.0869575904598586
1.18,1.12,0.0858056218446257
1.2,1.12,0.0845880375658544
1.22,1.12,0.0832596044813104
1.24,1.12,0.0820042818839647
1.26,1.12,0.0808139383853495
1.28,1.12,0.0794931502761146
1.3,1.12,0.078234651235665
1.32,1.12,0.0770657104743275
1.34,1.12,0.075838737917945
1.36,1.12,0.0745996569398542
1.38,1.12,0.0735075138010783
1.4,1.12,0.0724437347902531
1.42,1.12,0.0713157637453779
1.44,1.12,0.0703577854931352
1.46,1.12,0.0693611658937047
1.48,1.12,0.0683753723974235
1.5,1.12,0.0675479286748488
1.52,1.12,0.0665782960358782
1.54,1.12,0.065760837364244
1.56,1.12,0.0648482031327279
1.58,1.12,0.0639943227421091
1.6,1.12,0.0632838752680047
1.62,1.12,0.0624978284447973
1.64,1.12,0.0618695163338312
1.66,1.12,0.0610815431221929
1.68,1.12,0.060415599039707
1.7,1.12,0.0598508887799964
1.72,1.12,0.0590862234117066
1.74,1.12,0.0586287731308986
1.76,1.12,0.0578603531029157
1.78,1.12,0.057432911073523
1.8,1.12,0.0569776761979868
1.82,1.12,0.0562560992129521
1.84,1.12,0.0560335969731539
1.86,1.12,0.0554020901258567
1.88,1.12,0.0549711415897387
1.9,1.12,0.0545679333996761
1.92,1.12,0.0542266841157646
1.94,1.12,0.0537121362121662
1.96,1.12,0.0532646583838766
1.98,1.12,0.0527491515211616
2,1.12,0.0522391152015275
2.02,1.12,0.0520216899915513
2.04,1.12,0.0518034933767454
2.06,1.12,0.0510899911878292
2.08,1.12,0.0508834240902792
2.1,1.12,0.0505391424746312
2.12,1.12,0.0503297858171989
2.14,1.12,0.0500165604452023
2.16,1.12,0.0496480078171447
2.18,1.12,0.0493749302075493
2.2,1.12,0.0489286938106103
2.22,1.12,0.0488832213063192
2.24,1.12,0.048517858521683
2.26,1.12,0.0481630854716938
2.28,1.12,0.0478555899451263
2.3,1.12,0.0476952895282708
2.32,1.12,0.0474877408715707
2.34,1.12,0.0470626529499869
2.36,1.12,0.046837705873683
2.38,1.12,0.0469235850572359
2.4,1.12,0.0466519522350121
2.42,1.12,0.0463031745112421
2.44,1.12,0.0462528987877188
2.46,1.12,0.045963011433839
2.48,1.12,0.0458501941651966
2.5,1.12,0.0454018435099269
2.52,1.12,0.0453561013407533
2.54,1.12,0.0451499711278965
2.56,1.12,0.0447534279322544
2.58,1.12,0.0445394686201564
2.6,1.12,0.0446241317269733
2.62,1.12,0.0443298600993974
2.64,1.12,0.0441529623383357
2.66,1.12,0.0441785775022099
2.68,1.12,0.0438587319044607
2.7,1.12,0.043845783966818
2.72,1.12,0.0435511597289621
2.74,1.12,0.0433989206362649
2.76,1.12,0.0431029572798223
2.78,1.12,0.0433442181767244
2.8,1.12,0.0430096759748651
2.82,1.12,0.0428876297797612
2.84,1.12,0.042644396847986
2.86,1.12,0.042593156795102
2.88,1.12,0.0424214628590207
2.9,1.12,0.0422415337013136
2.92,1.12,0.0421462010383526
2.94,1.12,0.0419202445873517
2.96,1.12,0.0420388102650013
2.98,1.12,0.0418180083898588
3,1.12,0.0419073670713766
1,1.14,0.0917462193511968
1.02,1.14,0.092464463839868
1.04,1.14,0.092790318980669
1.06,1.14,0.0927648765359113
1.08,1.14,0.092383781572515
1.1,1.14,0.0917089540571971
1.12,1.14,0.0908136546639522
1.14,1.14,0.089856738266781
1.16,1.14,0.0886974404539334
1.18,1.14,0.0874679415474018
1.2,1.14,0.08617847017181
1.22,1.14,0.0847824901793991
1.24,1.14,0.0834650032039559
1.26,1.14,0.0822196007218182
1.28,1.14,0.0808464377157145
1.3,1.14,0.0795369778073741
1.32,1.14,0.0783239862820969
1.34,1.14,0.0770538130166259
1.36,1.14,0.0757723887726252
1.38,1.14,0.0746438599470942
1.4,1.14,0.0735451260115444
1.42,1.14,0.0723847402632784
1.44,1.14,0.0713977855946624
1.46,1.14,0.0703707616788171
1.48,1.14,0.0693561488539689
1.5,1.14,0.0685047170797552
1.52,1.14,0.0675090595287772
1.54,1.14,0.066667243758613
1.56,1.14,0.0657300645880637
1.58,1.14,0.0648562617000253
1.6,1.14,0.0641259873976076
1.62,1.14,0.0633202719436281
1.64,1.14,0.0626767279804944
1.66,1.14,0.0618693248851643
1.68,1.14,0.0611867066352308
1.7,1.14,0.06060584169372
1.72,1.14,0.059825787695312
1.74,1.14,0.0593562501434045
1.76,1.14,0.0585711690228991
1.78,1.14,0.0581310591656426
1.8,1.14,0.0576640691832529
1.82,1.14,0.0569290598731946
1.84,1.14,0.0566972334061155
1.86,1.14,0.0560530697271138
1.88,1.14,0.0556138769063854
1.9,1.14,0.0551994729362897
1.92,1.14,0.0548500116523166
1.94,1.14,0.0543231403302842
1.96,1.14,0.0538665903756681
1.98,1.14,0.05334082117714
2,1.14,0.0528224264670227
2.02,1.14,0.0525974201925795
2.04,1.14,0.0523728012820563
2.06,1.14,0.0516474140607284
2.08,1.14,0.0514364048898523
2.1,1.14,0.0510848536733168
2.12,1.14,0.0508661697916894
2.14,1.14,0.0505481798457085
2.16,1.14,0.0501737810611985
2.18,1.14,0.0498922077810794
2.2,1.14,0.049439444319447
2.22,1.14,0.0493906781136496
2.24,1.14,0.0490162840706078
2.26,1.14,0.0486573401590481
2.28,1.14,0.0483438119477894
2.3,1.14,0.048179723890147
2.32,1.14,0.0479672157926592
2.34,1.14,0.0475345781445317
2.36,1.14,0.0473058773934284
2.38,1.14,0.0473900109521918
2.4,1.14,0.0471145288219959
2.42,1.14,0.0467597927658539
2.44,1.14,0.0467057463899484
2.46,1.14,0.0464127936814246
2.48,1.14,0.0462951493621088
2.5,1.14,0.0458402471625598
2.52,1.14,0.0457926135643817
2.54,1.14,0.0455802243764553
2.56,1.14,0.0451802638883373
2.58,1.14,0.0449610465784365
2.6,1.14,0.0450464899072057
2.62,1.14,0.0447451169578222
2.64,1.14,0.0445650845203526
2.66,1.14,0.0445909599057387
2.68,1.14,0.0442648078372962
2.7,1.14,0.0442517783917024
2.72,1.14,0.0439518809890987
2.74,1.14,0.0437964623617117
2.76,1.14,0.0434964086021443
2.78,1.14,0.0437376438009784
2.8,1.14,0.0433985177159197
2.82,1.14,0.0432754505075842
2.84,1.14,0.0430281387995173
2.86,1.14,0.0429725911038375
2.88,1.14,0.0427995455732157
2.9,1.14,0.0426184966232722
2.92,1.14,0.0425183773187573
2.94,1.14,0.0422904323849757
2.96,1.14,0.042408045732234
2.98,1.14,0.0421863480053398
3,1.14,0.0422742510733727
1,1.16,0.0940900793801496
1.02,1.16,0.0946805688501356
1.04,1.16,0.0948855040511156
1.06,1.16,0.0947480398643836
1.08,1.16,0.0942630350556076
1.1,1.16,0.093490963222389
1.12,1.16,0.0925056074492035
1.14,1.16,0.0914680202639507
1.16,1.16,0.0902330310709949
1.18,1.16,0.0889343088551332
1.2,1.16,0.0875806823788892
1.22,1.16,0.086124494061059
1.24,1.16,0.0847516449243346
1.26,1.16,0.0834571730337353
1.28,1.16,0.0820374106792884
1.3,1.16,0.0806826097173963
1.32,1.16,0.0794304160810855
1.34,1.16,0.0781218761459599
1.36,1.16,0.0768028604597953
1.38,1.16,0.0756420071536031
1.4,1.16,0.0745122378300649
1.42,1.16,0.0733231339539628
1.44,1.16,0.0723104602187432
1.46,1.16,0.0712564863716697
1.48,1.16,0.0702163253605264
1.5,1.16,0.0693436521716409
1.52,1.16,0.0683249559519752
1.54,1.16,0.0674615657962623
1.56,1.16,0.0665026937253618
1.58,1.16,0.0656113123775899
