"n_tau","PE_before","PE_after"
6945.33734854971,0.744646860312782,0.744646860312782
10945.3373485497,0.432229804203235,0.884734476367885
14945.3373485497,0.294085389028086,0.899456113445267
18945.3373485497,0.204183830684597,0.900482413729486
22945.3373485497,0.144578031413785,0.89597581394502
26945.3373485497,0.0997650527440838,0.888781753175518
30945.3373485497,0.0720433088464445,0.880274164282937
34945.3373485497,0.0512839294577186,0.870958001878613
38945.3373485497,0.0362035672158016,0.860704438048274
42945.3373485497,0.0255268890666512,0.850790980064353
46945.3373485497,0.0181226173027337,0.839713816756247
50945.3373485497,0.0130680373102161,0.829764750324266
54945.3373485497,0.00916431769019786,0.819001240073002
58945.3373485497,0.00659978940701764,0.808737580022629
62945.3373485497,0.00463955539622924,0.797808420215993
66945.3373485497,0.00339090716651867,0.786205166512068
70945.3373485497,0.00243085434158491,0.777055711352716
74945.3373485497,0.0017069976046452,0.765893696686703
78945.3373485497,0.00117251772170553,0.75590646170098
82945.3373485497,0.000853646436976468,0.745530967098198
86945.3373485497,0.00061165411508708,0.734767438013033
90945.3373485497,0.000430934202594601,0.723617161444102
94945.3373485497,0.000327554315896208,0.714031539335543
98945.3373485497,0.000223536458678834,0.704181184822714
