"b","d","cost","D","D2","K","nr1","nr2","nr12","ns","N0","a1","a2","a1_2","a2_2","ord"
1,0.1,0.5,2,2,1000200,100,100,0,1e+06,1000200,2.5e-06,2.5e-06,2.5e-06,2.5e-06,10
