"n_tau","PE"
5642.28465499793,0.944243680510671
6642.28465499793,0.920588748702694
7642.28465499793,0.899085088370863
8642.28465499793,0.876872776521317
9642.28465499793,0.852601600772743
10642.2846549979,0.831880705562734
11642.2846549979,0.807635125542444
12642.2846549979,0.787935024042643
13642.2846549979,0.766087196903612
14642.2846549979,0.741958430792493
15642.2846549979,0.720933624871986
16642.2846549979,0.704127945918826
17642.2846549979,0.68030781748891
18642.2846549979,0.661370889719768
19642.2846549979,0.641512560280352
20642.2846549979,0.620738135662771
21642.2846549979,0.599061621390104
22642.2846549979,0.58412060907034
23642.2846549979,0.568798729437371
24642.2846549979,0.545128314094403
25642.2846549979,0.528911472429219
26642.2846549979,0.51236614279516
27642.2846549979,0.495513446812791
28642.2846549979,0.478377044877525
29642.2846549979,0.460983593979975
30642.2846549979,0.452199613300326
31642.2846549979,0.434477049663499
32642.2846549979,0.416577069829121
33642.2846549979,0.407572016401044
34642.2846549979,0.389476315606339
35642.2846549979,0.380396015732493
36642.2846549979,0.362197674679676
37642.2846549979,0.353090990589225
38642.2846549979,0.343987128822214
39642.2846549979,0.325812177480051
40642.2846549979,0.316753667333565
41642.2846549979,0.307722993923335
42642.2846549979,0.298726703240955
43642.2846549979,0.280863910838934
44642.2846549979,0.272010917624418
45642.2846549979,0.263219295126059
46642.2846549979,0.254495918819175
47642.2846549979,0.245847637632584
48642.2846549979,0.237281440058302
49642.2846549979,0.228804159221925
50642.2846549979,0.220422638674431
51642.2846549979,0.212143666129024
52642.2846549979,0.203973952946803
53642.2846549979,0.195920113055935
54642.2846549979,0.187988641390071
55642.2846549979,0.180185891930841
56642.2846549979,0.17251805546518
57642.2846549979,0.164991106447263
58642.2846549979,0.164991106447263
59642.2846549979,0.157610904116107
60642.2846549979,0.150382983560301
61642.2846549979,0.143312658571362
62642.2846549979,0.136404968320478
63642.2846549979,0.136404968320478
64642.2846549979,0.129664655974398
65642.2846549979,0.123096147956257
66642.2846549979,0.116703534010319
67642.2846549979,0.116703534010319
68642.2846549979,0.110490548232154
69642.2846549979,0.104460551227678
70642.2846549979,0.0986164952070156
71642.2846549979,0.0986164952070156
72642.2846549979,0.0929609830081777
73642.2846549979,0.0874961424152769
74642.2846549979,0.0874961424152769
75642.2846549979,0.0822236899347056
76642.2846549979,0.0771449019606403
77642.2846549979,0.0771449019606403
78642.2846549979,0.072260607037415
79642.2846549979,0.072260607037415
80642.2846549979,0.0675711803048091
81642.2846549979,0.0630765402407189
82642.2846549979,0.0630765402407189
83642.2846549979,0.0587761478004371
84642.2846549979,0.0587761478004371
85642.2846549979,0.0546690080345916
86642.2846549979,0.0507536647998955
87642.2846549979,0.0507536647998955
88642.2846549979,0.0470282458014686
89642.2846549979,0.0470282458014686
90642.2846549979,0.0434904137131204
91642.2846549979,0.0434904137131204
92642.2846549979,0.0401374174523884
93642.2846549979,0.0401374174523884
94642.2846549979,0.0369660967182811
95642.2846549979,0.0369660967182811
96642.2846549979,0.033972899001155
97642.2846549979,0.033972899001155
98642.2846549979,0.0311538990141459
99642.2846549979,0.0311538990141459
100642.284654998,0.0285048204336343
101642.284654998,0.0285048204336343
102642.284654998,0.0260210598088695
103642.284654998,0.0260210598088695
104642.284654998,0.0236977124740629
105642.284654998,0.0236977124740629
106642.284654998,0.0215295962624835
107642.284654998,0.0215295962624835
108642.284654998,0.0195112971150928
109642.284654998,0.0195112971150928
110642.284654998,0.0195112971150928
111642.284654998,0.0176371749432756
112642.284654998,0.0176371749432756
113642.284654998,0.0159014121164617
114642.284654998,0.0159014121164617
115642.284654998,0.0142980418799485
116642.284654998,0.0142980418799485
117642.284654998,0.0142980418799485
118642.284654998,0.0128209837821094
119642.284654998,0.0128209837821094
120642.284654998,0.011464067318555
121642.284654998,0.011464067318555
122642.284654998,0.011464067318555
123642.284654998,0.0102210801330809
124642.284654998,0.0102210801330809
125642.284654998,0.00908579062837341
126642.284654998,0.00908579062837341
127642.284654998,0.00908579062837341
128642.284654998,0.00805198277436719
129642.284654998,0.00805198277436719
130642.284654998,0.00805198277436719
131642.284654998,0.00711348595516215
132642.284654998,0.00711348595516215
133642.284654998,0.0062642102856447
134642.284654998,0.0062642102856447
135642.284654998,0.0062642102856447
136642.284654998,0.00549816658466056
137642.284654998,0.00549816658466056
138642.284654998,0.00549816658466056
139642.284654998,0.00480949861216282
140642.284654998,0.00480949861216282
141642.284654998,0.00480949861216282
142642.284654998,0.00419250608505082
143642.284654998,0.00419250608505082
144642.284654998,0.00419250608505082
145642.284654998,0.00364166692601454
146642.284654998,0.00364166692601454
147642.284654998,0.00364166692601454
148642.284654998,0.003151657110497
149642.284654998,0.003151657110497
150642.284654998,0.003151657110497
151642.284654998,0.00271736797913993
152642.284654998,0.00271736797913993
153642.284654998,0.00271736797913993
154642.284654998,0.00233392091958639
155642.284654998,0.00233392091958639
156642.284654998,0.00233392091958639
157642.284654998,0.00199667935942686
158642.284654998,0.00199667935942686
159642.284654998,0.00199667935942686
160642.284654998,0.00199667935942686
161642.284654998,0.00170125773391783
162642.284654998,0.00170125773391783
163642.284654998,0.00170125773391783
164642.284654998,0.00144352938985979
165642.284654998,0.00144352938985979
166642.284654998,0.00144352938985979
167642.284654998,0.00144352938985979
168642.284654998,0.00121962851510589
169642.284654998,0.00121962851510589
170642.284654998,0.00121962851510589
171642.284654998,0.00102595296188444
172642.284654998,0.00102595296188444
173642.284654998,0.00102595296188444
174642.284654998,0.00102595296188444
175642.284654998,0.000859162886963133
176642.284654998,0.000859162886963133
177642.284654998,0.000859162886963133
178642.284654998,0.000859162886963133
179642.284654998,0.000716177495690594
180642.284654998,0.000716177495690594
181642.284654998,0.000716177495690594
182642.284654998,0.000594169708111458
183642.284654998,0.000594169708111458
184642.284654998,0.000594169708111458
185642.284654998,0.000594169708111458
186642.284654998,0.000490558951557214
187642.284654998,0.000490558951557214
188642.284654998,0.000490558951557214
189642.284654998,0.000490558951557214
190642.284654998,0.000403002301657793
191642.284654998,0.000403002301657793
192642.284654998,0.000403002301657793
193642.284654998,0.000403002301657793
194642.284654998,0.000329384206315727
195642.284654998,0.000329384206315727
196642.284654998,0.000329384206315727
197642.284654998,0.000329384206315727
198642.284654998,0.000267804984836709
