"n_tau","PE"
1459.45392969961,0.996501960012286
2459.45392969961,0.981949926718239
3459.45392969961,0.966923279271797
4459.45392969961,0.950104305382955
5459.45392969961,0.932024004801097
6459.45392969961,0.91275141724377
7459.45392969961,0.892970325773731
8459.45392969961,0.872655329505885
9459.45392969961,0.850885311397368
10459.4539296996,0.830558452861551
11459.4539296996,0.807739156996378
12459.4539296996,0.785193969134406
13459.4539296996,0.763607161640053
14459.4539296996,0.743656334482389
15459.4539296996,0.718628535753717
16459.4539296996,0.699567946025261
17459.4539296996,0.675372729031318
18459.4539296996,0.654102967131428
19459.4539296996,0.631831717985367
20459.4539296996,0.613303617023422
21459.4539296996,0.59415724776814
22459.4539296996,0.56938369255843
23459.4539296996,0.548922406813667
24459.4539296996,0.533222156559695
25459.4539296996,0.511846128051926
26459.4539296996,0.495506089649823
27459.4539296996,0.473348954916456
28459.4539296996,0.456484102619578
29459.4539296996,0.439436573334144
30459.4539296996,0.422235563257463
31459.4539296996,0.404912307307296
32459.4539296996,0.387500386436653
33459.4539296996,0.375860916494773
34459.4539296996,0.358382299913978
35459.4539296996,0.340915592684811
36459.4539296996,0.329298015393331
37459.4539296996,0.311943856156355
38459.4539296996,0.300441516832956
39459.4539296996,0.289008413012405
40459.4539296996,0.277658063593726
41459.4539296996,0.260817949665174
42459.4539296996,0.249734976135159
43459.4539296996,0.23878324654559
44459.4539296996,0.227976690852484
45459.4539296996,0.217328984749168
46459.4539296996,0.206853906416243
47459.4539296996,0.20168529572138
48459.4539296996,0.191494200154088
49459.4539296996,0.181508719999176
50459.4539296996,0.171741411218294
51459.4539296996,0.162204461816813
52459.4539296996,0.157526003123096
53459.4539296996,0.148356079237812
54459.4539296996,0.13944428050705
55459.4539296996,0.135088310198452
56459.4539296996,0.126582046087249
57459.4539296996,0.12243395809438
58459.4539296996,0.114352888943303
59459.4539296996,0.110421752443417
60459.4539296996,0.102782433969904
61459.4539296996,0.099075726957772
62459.4539296996,0.0954451964280748
63459.4539296996,0.0884148716683041
64459.4539296996,0.0850160340689025
65459.4539296996,0.0784528137566286
66459.4539296996,0.0752889455154894
67459.4539296996,0.0722037939451999
68459.4539296996,0.0691974340860362
69459.4539296996,0.0634210329019597
70459.4539296996,0.060650760577334
71459.4539296996,0.0579588317936672
72459.4539296996,0.0553449748751977
73459.4539296996,0.0528088121842263
74459.4539296996,0.0479677423310768
75459.4539296996,0.0456617436163334
76459.4539296996,0.04343125812419
