"n_tau","PE"
6945.02146934835,0.923818538954285
7945.02146934835,0.921035297799844
8945.02146934835,0.915001756293523
9945.02146934835,0.908666384663813
10945.0214693484,0.902452194563263
11945.0214693484,0.895836913774512
12945.0214693484,0.889752780171097
13945.0214693484,0.883824746135529
14945.0214693484,0.878226523283548
15945.0214693484,0.872236756813634
16945.0214693484,0.866784921880582
17945.0214693484,0.861033769054825
18945.0214693484,0.856009135947728
19945.0214693484,0.850770209263275
20945.0214693484,0.845313994122719
21945.0214693484,0.840790574312
22945.0214693484,0.836124700126295
23945.0214693484,0.831314753931897
24945.0214693484,0.826359823504559
25945.0214693484,0.821258047003737
26945.0214693484,0.816008123468309
27945.0214693484,0.811972948490727
28945.0214693484,0.807853505353378
29945.0214693484,0.803648836996072
30945.0214693484,0.799358995985472
31945.0214693484,0.794983411722133
32945.0214693484,0.790521701918434
33945.0214693484,0.785973527623207
34945.0214693484,0.78289322594662
35945.0214693484,0.778200294496513
36945.0214693484,0.773420175648839
37945.0214693484,0.770184896263848
38945.0214693484,0.766910737403751
39945.0214693484,0.761926523611763
40945.0214693484,0.758554873987707
41945.0214693484,0.755144414476891
42945.0214693484,0.751695141071202
43945.0214693484,0.748206763147457
44945.0214693484,0.744679455037893
45945.0214693484,0.741113098646838
46945.0214693484,0.737508040555396
47945.0214693484,0.733864189668064
48945.0214693484,0.730181761829062
49945.0214693484,0.726460547513835
50945.0214693484,0.724585334196844
51945.0214693484,0.720806347028181
52945.0214693484,0.716988990946035
53945.0214693484,0.715065965365447
54945.0214693484,0.711191308703828
55945.0214693484,0.707278782513553
56945.0214693484,0.705308103018534
57945.0214693484,0.701338737784226
58945.0214693484,0.699339958613254
59945.0214693484,0.695314335319449
60945.0214693484,0.693287545504366
61945.0214693484,0.689206153049962
62945.0214693484,0.687151610957391
63945.0214693484,0.685087741647756
64945.0214693484,0.680932980617488
65945.0214693483,0.678841884052033
66945.0214693483,0.676741737400615
67945.0214693483,0.672514444397738
68945.0214693483,0.670387376158278
69945.0214693483,0.668251414077372
70945.0214693483,0.666106600090157
71945.0214693483,0.661790454450585
72945.0214693483,0.65961934705436
73945.0214693483,0.657439698881502
74945.0214693483,0.655251293022626
75945.0214693483,0.653054311798265
76945.0214693483,0.65084880554188
77945.0214693483,0.648634825825894
78945.0214693483,0.644181658710693
79945.0214693483,0.64194245053509
