"n_tau","PE"
42061.4233272917,0.390783694843238
43061.4233272917,0.402889238113433
44061.4233272917,0.401580311356274
45061.4233272917,0.398350503204836
46061.4233272917,0.394112570724742
47061.4233272917,0.389319246276331
48061.4233272917,0.384141977056219
49061.4233272917,0.378825697838479
50061.4233272917,0.373568909401075
51061.4233272917,0.368226206307998
52061.4233272917,0.362879377002347
53061.4233272917,0.357260509454313
54061.4233272917,0.35174084597543
55061.4233272917,0.346376354775925
56061.4233272917,0.341214517709628
57061.4233272917,0.335912797213823
58061.4233272917,0.330872377777059
59061.4233272917,0.325726031415027
60061.4233272917,0.320480585783802
61061.4233272917,0.315556401374425
62061.4233272917,0.310977566716642
63061.4233272917,0.305916048200149
64061.4233272917,0.301219420425085
65061.4233272917,0.296472104553725
66061.4233272917,0.292115269660767
67061.4233272917,0.287721904771547
68061.4233272917,0.283294645101299
69061.4233272917,0.278835871885151
70061.4233272917,0.274798145775054
71061.4233272917,0.270286360688129
72061.4233272917,0.266204726555957
73061.4233272917,0.262105050332655
74061.4233272917,0.258447033351226
75061.4233272917,0.254317859537701
76061.4233272917,0.250636245932388
77061.4233272917,0.246945402274483
78061.4233272917,0.243246398003102
79061.4233272917,0.239540477716042
80061.4233272917,0.235828746101324
81061.4233272917,0.232577114151947
82061.4233272917,0.229322632972347
83061.4233272917,0.225600817237141
84061.4233272917,0.222342933306355
85061.4233272917,0.219084638531279
86061.4233272917,0.216292023564165
87061.4233272917,0.213034983495274
88061.4233272917,0.209779704665895
89061.4233272917,0.206991406032657
90061.4233272917,0.203741454805122
91061.4233272917,0.200958815770331
92061.4233272917,0.198179549530941
93061.4233272917,0.195404208147602
94061.4233272917,0.192633127788433
95061.4233272917,0.189866898640291
96061.4233272917,0.18710596670244
97061.4233272917,0.184809551516008
98061.4233272917,0.182059588332317
99061.4233272917,0.179773026026318
100061.423327292,0.177035660336186
101061.423327292,0.174760244805904
102061.423327292,0.172490425615553
103061.423327292,0.170226357391068
104061.423327292,0.167968418419278
105061.423327292,0.165716859988047
106061.423327292,0.163471965455408
107061.423327292,0.16123398943623
108061.423327292,0.159003275993775
109061.423327292,0.15678007916667
110061.423327292,0.15500712539372
111061.423327292,0.15279814917895
112061.423327292,0.150597544330175
113061.423327292,0.148843189175168
114061.423327292,0.147094512391522
115061.423327292,0.144916835541258
116061.423327292,0.143181407339338
117061.423327292,0.141452105007313
118061.423327292,0.139729049162429
119061.423327292,0.137584304872751
120061.423327292,0.135875921705872
121061.423327292,0.134174285291267
122061.423327292,0.132479541689688
123061.423327292,0.130791812412135
124061.423327292,0.129530764096081
125061.423327292,0.127855702293532
126061.423327292,0.126188102247932
127061.423327292,0.12452808500559
128061.423327292,0.123288112497093
129061.423327292,0.121641735108608
130061.423327292,0.120003314192096
131061.423327292,0.118779799338527
132061.423327292,0.117155687389452
133061.423327292,0.115943090263682
134061.423327292,0.114333723702654
135061.423327292,0.113132348607832
136061.423327292,0.111935882505325
137061.423327292,0.11034831280448
138061.423327292,0.109163531746035
139061.423327292,0.107983876593382
140061.423327292,0.106809346298116
141061.423327292,0.105251467380125
142061.423327292,0.104089234755614
143061.423327292,0.10293234157269
144061.423327292,0.101780883478927
145061.423327292,0.10063491690003
146061.423327292,0.0994944432987985
147061.423327292,0.098359574834885
148061.423327292,0.0972303492606208
149061.423327292,0.0961068047775595
150061.423327292,0.0953609804596951
151061.423327292,0.0942470922770643
152061.423327292,0.0931390325686403
153061.423327292,0.0920368564705326
154061.423327292,0.0909406521683986
155061.423327292,0.0902131839793365
156061.423327292,0.0891270232042255
157061.423327292,0.0880469591417175
158061.423327292,0.0873303294455769
159061.423327292,0.0862605430705493
160061.423327292,0.0851969766970536
161061.423327292,0.0844914325676808
162061.423327292,0.0834383882937669
163061.423327292,0.0827398951219824
164061.423327292,0.0816974967118222
165061.423327292,0.0810061466707382
166061.423327292,0.0799745312740795
167061.423327292,0.0792904150405419
168061.423327292,0.0786092172808796
169061.423327292,0.0775929092263661
170061.423327292,0.0769190690772774
171061.423327292,0.076248196142677
172061.423327292,0.0752474938122054
173061.423327292,0.0745840843644672
174061.423327292,0.0739237031582985
175061.423327292,0.0732663495299621
176061.423327292,0.0722860242929568
177061.423327292,0.071636283180717
178061.423327292,0.0709896279769282
179061.423327292,0.0703460579436174
180061.423327292,0.0697055982554511
181061.423327292,0.0690682354337668
182061.423327292,0.0681180360088017
183061.423327292,0.0674885004716512
184061.423327292,0.0668621164535758
185061.423327292,0.0662388955139683
186061.423327292,0.0656188490520193
187061.423327292,0.0650019763199485
188061.423327292,0.0643883242918879
189061.423327292,0.0637778679343492
190061.423327292,0.0631706300082284
191061.423327292,0.0625666210795648
192061.423327292,0.0619658401165478
193061.423327292,0.0616666733627814
194061.423327292,0.061070782101625
195061.423327292,0.0604781554434555
196061.423327292,0.0598888031598372
197061.423327292,0.0593027239167602
198061.423327292,0.058719959839534
199061.423327292,0.0581404873969931
200061.423327292,0.0578519924764629
201061.423327292,0.057277490745623
202061.423327292,0.0567063138713891
203061.423327292,0.0561384600070158
204061.423327292,0.0558557909212784
205061.423327292,0.055292963138616
206061.423327292,0.0547334892368
207061.423327292,0.0544550124555954
208061.423327292,0.0539005840505518
209061.423327292,0.0533495287573366
210061.423327292,0.0528018539388429
211061.423327292,0.0525292864610615
212061.423327292,0.051986695737416
213061.423327292,0.0517166741999401
214061.423327292,0.0511791829459962
215061.423327292,0.0506450901905136
216061.423327292,0.0503793284385461
217061.423327292,0.0498503686076056
218061.423327292,0.0495871720238497
219061.423327292,0.049063349156197
220061.423327292,0.0488027242857273
221061.423327292,0.0482840510757335
222061.423327292,0.0480260040622557
223061.423327292,0.0475124924805765
224061.423327292,0.0472570291601127
225061.423327292,0.0467486904743313
226061.423327292,0.0464958162725958
227061.423327292,0.0459926609541972
228061.423327292,0.045742372490504
229061.423327292,0.0452444103223903
230061.423327292,0.044996729147383
231061.423327292,0.0445039689901407
232061.423327292,0.0442588909145017
233061.423327292,0.0440146814211258
234061.423327292,0.0435288778356082
235061.423327292,0.0432872684942975
236061.423327292,0.043046537326651
237061.423327292,0.0425676869010762
238061.423327292,0.0423295683165105
239061.423327292,0.042092321241515
240061.423327292,0.041620442804068
241061.423327292,0.0413858119997976
242061.423327292,0.0411520538114497
243061.423327292,0.0406871487359091
244061.423327292,0.0404560098222457
245061.423327292,0.0402257443991578
246061.423327292,0.0397678347314897
247061.423327292,0.0395401908027717
248061.423327292,0.0393134209963078
249061.423327292,0.0390875254324072
250061.423327292,0.0386383573982597
251061.423327292,0.0384150851084477
252061.423327292,0.0381926873918413
253061.423327292,0.0379711642931968
254061.423327292,0.0377505158421163
255061.423327292,0.0373118429252658
256061.423327292,0.0370938184428681
257061.423327292,0.036876668574763
258061.423327292,0.0366603932746722
259061.423327292,0.0364449857675269
260061.423327292,0.0362304594366685
261061.423327292,0.0358040296815379
262061.423327292,0.0355921260278965
263061.423327292,0.0353810963452855
264061.423327292,0.0351709404810093
265061.423327292,0.0349616582671818
266061.423327292,0.0347532495204746
267061.423327292,0.0345457203887156
268061.423327292,0.0343390515878857
269061.423327292,0.0339283449394214
270061.423327292,0.0337243002316856
271061.423327292,0.0335211275745919
272061.423327292,0.0333188266787175
273061.423327292,0.0331173972402986
274061.423327292,0.0329168389397227
275061.423327292,0.0327171514425727
276061.423327292,0.0325183343993803
277061.423327292,0.0323203814917644
278061.423327292,0.0321233042784001
279061.423327292,0.03192709638046
280061.423327292,0.0317317573885321
281061.423327292,0.0315372868780499
282061.423327292,0.0313436844102685
283061.423327292,0.0311509494962158
284061.423327292,0.0309590816716615
285061.423327292,0.0307680804818745
286061.423327292,0.0305779510500409
287061.423327292,0.0303886759734926
288061.423327292,0.0302002716198297
289061.423327292,0.0300127318191691
290061.423327292,0.0298260560145723
291061.423327292,0.0296402436343456
292061.423327292,0.0294552940923649
293061.423327292,0.0292712067901427
294061.423327292,0.0290879811085563
295061.423327292,0.0289056164203686
296061.423327292,0.0287241120819769
297061.423327292,0.0287241120819769
298061.423327292,0.0285434621773339
299061.423327292,0.028363676578747
300061.423327292,0.0281847493138966
301061.423327292,0.0280066796826111
302061.423327292,0.0278294669707365
303061.423327292,0.0276531104501956
304061.423327292,0.0274776093790638
305061.423327292,0.0273029630016426
306061.423327292,0.0271291705485241
307061.423327292,0.0271291705485241
308061.423327292,0.0269562312366753
309061.423327292,0.0267841442585381
310061.423327292,0.0266129088097485
311061.423327292,0.0264425240725167
312061.423327292,0.0262729892099169
313061.423327292,0.0261043033526969
314061.423327292,0.0261043033526969
315061.423327292,0.025936465677223
316061.423327292,0.025769475287252
317061.423327292,0.0256033312937225
318061.423327292,0.0254380327947361
319061.423327292,0.0254380327947361
320061.423327292,0.0252735788756973
321061.423327292,0.0251099639835792
322061.423327292,0.0249471964554944
323061.423327292,0.0247852706879533
324061.423327292,0.0247852706879533
325061.423327292,0.0246241857164093
326061.423327292,0.0244639405641479
327061.423327292,0.024304534242453
328061.423327292,0.0241459657505443
329061.423327292,0.0241459657505443
330061.423327292,0.0239882340757921
331061.423327292,0.0238313381938469
332061.423327292,0.0236752770687739
333061.423327292,0.0236752770687739
334061.423327292,0.0235200453202742
335061.423327292,0.0233656548787624
336061.423327292,0.0232120916811392
337061.423327292,0.0232120916811392
338061.423327292,0.0230593589837688
339061.423327292,0.0229074556948136
340061.423327292,0.0227563807114553
341061.423327292,0.0227563807114553
342061.423327292,0.0226061329209555
343061.423327292,0.0224567111994444
344061.423327292,0.0224567111994444
345061.423327292,0.0223081144129936
346061.423327292,0.0221603414175526
347061.423327292,0.0220133870037407
348061.423327292,0.0220133870037407
349061.423327292,0.0218672581413747
350061.423327292,0.0217219495786811
351061.423327292,0.0217219495786811
352061.423327292,0.0215774601327976
353061.423327292,0.0214337886133303
354061.423327292,0.0214337886133303
355061.423327292,0.0212909338155713
356061.423327292,0.0211488940569694
357061.423327292,0.0211488940569694
358061.423327292,0.0210076690442618
359061.423327292,0.020867257098729
360061.423327292,0.020867257098729
361061.423327292,0.0207276569848223
362061.423327292,0.0205888636659492
363061.423327292,0.0205888636659492
364061.423327292,0.0204508834981785
365061.423327292,0.0203137114076477
366061.423327292,0.0203137114076477
367061.423327292,0.0201773498416756
368061.423327292,0.0201773498416756
369061.423327292,0.0200417900659183
370061.423327292,0.0199070345465583
371061.423327292,0.0199070345465583
372061.423327292,0.0197730819960953
373061.423327292,0.0196399311199755
374061.423327292,0.0196399311199755
375061.423327292,0.0195075806190749
376061.423327292,0.0195075806190749
377061.423327292,0.0193760291866049
378061.423327292,0.0192452719651391
379061.423327292,0.0192452719651391
380061.423327292,0.0191153147485782
381061.423327292,0.0191153147485782
382061.423327292,0.0189861526483098
383061.423327292,0.018857784336776
384061.423327292,0.018857784336776
385061.423327292,0.0187302084817849
386061.423327292,0.0187302084817849
387061.423327292,0.0186034237467936
388061.423327292,0.0184774287912085
389061.423327292,0.0184774287912085
390061.423327292,0.0183522222706831
391061.423327292,0.0183522222706831
392061.423327292,0.0182278028374363
393061.423327292,0.0182278028374363
394061.423327292,0.0181041691405652
395061.423327292,0.0181041691405652
396061.423327292,0.0179813165137412
397061.423327292,0.0178592502452428
398061.423327292,0.0178592502452428
399061.423327292,0.0177379656448562
400061.423327292,0.0177379656448562
401061.423327292,0.0176174613525102
402061.423327292,0.0176174613525102
403061.423327292,0.0174977360067166
404061.423327292,0.0174977360067166
405061.423327292,0.0173787882449223
406061.423327292,0.0173787882449223
407061.423327292,0.017260619860169
408061.423327292,0.017260619860169
409061.423327292,0.0171432230200518
410061.423327292,0.0170265996752207
411061.423327292,0.0170265996752207
412061.423327292,0.0169107484622556
413061.423327292,0.0169107484622556
414061.423327292,0.0167956649248963
415061.423327292,0.0167956649248963
416061.423327292,0.0166813539088244
417061.423327292,0.0166813539088244
418061.423327292,0.0165678109422617
419061.423327292,0.0165678109422617
420061.423327292,0.0164550346692739
421061.423327292,0.0164550346692739
422061.423327292,0.0163430237332096
423061.423327292,0.0163430237332096
424061.423327292,0.0162317767839698
425061.423327292,0.0162317767839698
426061.423327292,0.0161212924739444
