100000.0, 1.0
96670.0, 1.0
93340.0, 1.0
90010.0, 1.0
86680.0, 1.0
83350.0, 0.0
80020.0, 0.0
76690.0, 0.0
73360.0, 0.0
70030.0, 0.0
66700.0, 0.0
63370.0, 0.0
60040.0, 0.0
56710.0, 0.0
53380.0, 0.0
50050.0, 0.0
46720.0, 0.0
43390.0, 0.0
40060.0, 0.0
36730.0, 0.0
33400.0, 0.0
30070.0, 0.0
26740.0, 0.0
23410.0, 1.0
20080.0, 1.0
16750.0, 0.0
13420.0, 1.0
10090.0, 1.0
6760.0, 0.0
3430.0, 0.0
100.0, 0.0
3430.0, 0.0
6760.0, 0.0
10090.0, 0.0
13420.0, 0.0
16750.0, 0.0
20080.0, 0.0
23410.0, 0.0
26740.0, 0.0
30070.0, 0.0
33400.0, 0.0
36730.0, 0.0
40060.0, 0.0
43390.0, 0.0
46720.0, 0.0
50050.0, 0.0
53380.0, 0.0
56710.0, 0.0
60040.0, 0.0
63370.0, 0.0
66700.0, 0.0
70030.0, 0.0
73360.0, 0.0
76690.0, 0.0
80020.0, 0.0
83350.0, 0.0
86680.0, 0.0
90010.0, 0.0
93340.0, 0.0
96670.0, 1.0
100000.0, 1.0
0.0, 1.0
