"X","Y","PE_before","PE_after","optimal_N_tau","N_min","ba_flag","PE_optimal","max_N_tau_before","max_N_tau_after"
1.36,1.02,0,0,29415.5013424118,29415.5013424118,0,0.489588164679772,0,0
1.38,1.02,0,0,27766.7507613652,27766.7507613652,0,0.510756480293416,0,0
1.4,1.02,0,0,26234.2615470823,26234.2615470823,0,0.531444014798661,0,0
1.42,1.02,0,0,24809.0270625872,24809.0270625872,0,0.551052570013237,0,0
1.44,1.02,0,0,23482.2175854918,23482.2175854918,0,0.570153727460069,0,0
1.46,1.02,0,0,22246.3702279938,22246.3702279938,0,0.588451883490688,0,0
1.48,1.02,0,0,21094.3244994087,21094.3244994087,0,0.605951288302343,0,0
1.5,1.02,0,0,20019.5554032784,20019.5554032784,0,0.622662180685434,0,0
1.52,1.02,0,0,19016.118518885,19016.118518885,0,0.638599102290359,0,0
1.54,1.02,0,0,18078.3850613165,18078.3850613165,0,0.654062578794322,0,0
1.56,1.02,0,0,17201.4442389905,17201.4442389905,0,0.668510847155033,0,0
1.58,1.02,0,0,16380.8093641997,16380.8093641997,0,0.682521085644734,0,0
1.6,1.02,0,0,15612.0096799278,15612.0096799278,0,0.695576139207984,0,0
1.62,1.02,0,0,14891.3615669968,14891.3615669968,0,0.708237998363612,0,0
1.64,1.02,0,0,14215.3232481118,14215.3232481118,0,0.720262606699237,0,0
1.66,1.02,0,0,13580.5756068461,13580.5756068461,0,0.731678574047402,0,0
1.68,1.02,0,0,12984.0932670476,12984.0932670476,0,0.742269908846033,0,0
1.7,1.02,0,0,12423.1195395421,12423.1195395421,0,0.752798137565121,0,0
1.72,1.02,0,0,11895.1375361396,11895.1375361396,0,0.762556262786879,0,0
1.74,1.02,0,0,11397.8518536961,11397.8518536961,0,0.771815183765598,0,0
1.76,1.02,0,0,10929.1660895544,10929.1660895544,0,0.780600155939562,0,0
1.78,1.02,0,0,10487.0986242297,10487.0986242297,0,0.78915189837174,0,0
1.8,1.02,0,0,10069.658269063,10069.658269063,0,0.797059560447408,0,0
1.82,1.02,0,0,9675.44332017798,9675.44332017798,0,0.80476830898277,9675.44332017798,9675.44332017798
1.84,1.02,0,0,9302.62745174364,9302.62745174364,0,0.811889696281539,9302.62745174364,9302.62745174364
1.86,1.02,0,0,8949.9701701981,8949.9701701981,0,0.818845492350387,8949.9701701981,8949.9701701981
1.88,1.02,0,0,8616.15038685863,8616.15038685863,0,0.825451321720171,8616.15038685863,8616.15038685863
1.9,1.02,0,0,8299.86229228152,8299.86229228152,0,0.831544567066657,8299.86229228152,8299.86229228152
1.92,1.02,0,0,7999.95821785876,7999.95821785876,0,0.837515392140519,7999.95821785876,7999.95821785876
1.94,1.02,0,0,7715.46328464243,7715.46328464243,0,0.843191461490575,7715.46328464243,7715.46328464243
1.96,1.02,0,4000.00000000001,7445.40116911159,7445.40116911159,0,0.848589098830177,7445.40116911159,11445.4011691116
1.98,1.02,0,4000,7188.8755773504,7188.8755773504,0,0.853724088564394,7188.8755773504,11188.8755773504
2,1.02,0,4000.00000000005,6945.02146934835,6945.02146934835,0,0.858770338172897,6945.02146934835,10945.0214693484
2.02,1.02,0,4000.00000000002,6713.02176832248,6713.02176832248,0,0.863419926251694,6713.02176832248,10713.0217683225
2.04,1.02,0,3999.99999999998,6492.24660616202,6492.24660616202,0,0.86784819379376,6492.24660616202,10492.246606162
2.06,1.02,0,3999.99999999997,6282.05756084613,6282.05756084613,0,0.872066513443119,6282.05756084613,10282.0575608461
2.08,1.02,0,4000,6081.693319852,6081.693319852,0,0.876230943477483,6081.693319852,10081.693319852
2.1,1.02,0,4000,5890.6777280186,5890.6777280186,0,0.880062816150808,5890.6777280186,9890.6777280186
2.12,1.02,4000,4000,5708.45764899797,5708.45764899797,0,0.883852404090942,9708.45764899797,9708.45764899797
2.14,1.02,4000,4000,5534.50183882902,5534.50183882902,0,0.88733846226374,9534.50183882902,9534.50183882902
2.16,1.02,4000,4000,5368.3408839123,5368.3408839123,0,0.89079434592294,9368.3408839123,9368.3408839123
2.18,1.02,4000,4000,5209.62867925609,5209.62867925609,0,0.894092886194204,9209.62867925609,9209.62867925609
2.2,1.02,4000,4000,5057.7694537438,5057.7694537438,0,0.897127100255325,9057.7694537438,9057.7694537438
2.22,1.02,4000,4000,4912.5195360914,4912.5195360914,0,0.900143834211478,8912.5195360914,8912.5195360914
2.24,1.02,4000,4000,4773.51847820591,4773.51847820591,0,0.903028193701753,8773.51847820591,8773.51847820591
2.26,1.02,4000,4000,4640.4143996454,4640.4143996454,0,0.905787283793477,8640.4143996454,8640.4143996454
2.28,1.02,4000,4000,4512.88172288693,4512.88172288693,0,0.908427710819615,8512.88172288693,8512.88172288693
2.3,1.02,3999.99999999999,3999.99999999999,4390.61903467143,4390.61903467143,0,0.910956167479864,8390.61903467142,8390.61903467142
2.32,1.02,4000,4000,4273.34294099036,4273.34294099036,0,0.913277141670038,8273.34294099036,8273.34294099036
2.34,1.02,4000,4000,4160.80724970052,4160.80724970052,0,0.915699622102536,8160.80724970052,8160.80724970052
2.36,1.02,4000,4000,4052.7594153899,4052.7594153899,0,0.917925418660395,8052.7594153899,8052.7594153899
2.38,1.02,4000,7999.99999999997,3948.98098393643,3948.98098393643,0,0.920060346502177,7948.98098393643,11948.9809839364
2.4,1.02,4000,8000.00000000001,3849.26527347579,3849.26527347579,0,0.922108667239548,7849.26527347579,11849.2652734758
2.42,1.02,4000,8000.00000000005,3753.42033111285,3753.42033111285,0,0.924074898421962,7753.42033111285,11753.4203311129
2.44,1.02,4000,8000,3661.2678049433,3661.2678049433,0,0.925962345672885,7661.2678049433,11661.2678049433
2.46,1.02,4000,7999.99999999996,3572.60097171004,3572.60097171004,0,0.927859934589614,7572.60097171004,11572.60097171
2.48,1.02,4000,7999.99999999995,3487.19317351395,3487.19317351395,0,0.929602111940461,7487.19317351395,11487.1931735139
2.5,1.02,4000,7999.99999999998,3404.99947795792,3404.99947795792,0,0.931276341567257,7404.99947795792,11404.9994779579
2.52,1.02,4000,7999.99999999996,3325.82506397714,3325.82506397714,0,0.932964215452611,7325.82506397714,11325.8250639771
2.54,1.02,4000,7999.99999999999,3249.46940504101,3249.46940504101,0,0.934512992445315,7249.46940504101,11249.469405041
2.56,1.02,4000,7999.99999999999,3175.94191507391,3175.94191507391,0,0.936076119601048,7175.94191507391,11175.9419150739
2.58,1.02,4000,7999.99999999996,3104.91006416414,3104.91006416414,0,0.937510691089202,7104.91006416414,11104.9100641641
2.6,1.02,4000,8000,3036.4836464504,3036.4836464504,0,0.938961091667276,7036.4836464504,11036.4836464504
2.62,1.02,4000,7999.99999999997,2970.32983009083,2970.32983009083,0,0.940291600038128,6970.32983009083,10970.3298300908
2.64,1.02,4000,7999.99999999999,2906.52867003151,2906.52867003151,0,0.941639780511941,6906.52867003151,10906.5286700315
2.66,1.02,4000,8000.00000000003,2844.86592775857,2844.86592775857,0,0.942875084953705,6844.86592775857,10844.8659277586
2.68,1.02,4000,8000.00000000004,2785.27450294026,2785.27450294026,0,0.944130424679607,6785.27450294026,10785.2745029403
2.7,1.02,8000.00000000003,8000.00000000003,2727.71971277117,2727.71971277117,0,0.945340626466569,10727.7197127712,10727.7197127712
2.72,1.02,7999.99999999997,7999.99999999997,2672.02141837383,2672.02141837383,0,0.946448998356824,10672.0214183738,10672.0214183738
2.74,1.02,7999.99999999997,7999.99999999997,2618.13537154593,2618.13537154593,0,0.947578625886918,10618.1353715459,10618.1353715459
2.76,1.02,8000.00000000003,8000.00000000003,2566.02053674207,2566.02053674207,0,0.948669339626391,10566.0205367421,10566.0205367421
2.78,1.02,8000.00000000002,8000.00000000002,2515.59463708968,2515.59463708968,0,0.949722249398882,10515.5946370897,10515.5946370897
2.8,1.02,7999.99999999997,7999.99999999997,2466.75517027023,2466.75517027023,0,0.950685158145672,10466.7551702702,10466.7551702702
2.82,1.02,8000,8000,2419.4185241186,2419.4185241186,0,0.951671082565327,10419.4185241186,10419.4185241186
2.84,1.02,7999.99999999998,7999.99999999998,2373.56614734912,2373.56614734912,0,0.952624071019026,10373.5661473491,10373.5661473491
2.86,1.02,7999.99999999998,7999.99999999998,2329.13410988892,2329.13410988892,0,0.953545778617953,10329.1341098889,10329.1341098889
2.88,1.02,8000.00000000003,8000.00000000003,2286.06246558347,2286.06246558347,0,0.95443777106737,10286.0624655835,10286.0624655835
2.9,1.02,8000.00000000001,8000.00000000001,2244.29498554599,2244.29498554599,0,0.955301145463104,10244.294985546,10244.294985546
2.92,1.02,7999.99999999996,7999.99999999996,2203.77891138814,2203.77891138814,0,0.956136921554522,10203.7789113881,10203.7789113881
2.94,1.02,7999.99999999997,7999.99999999997,2164.46472683483,2164.46472683483,0,0.956946429308667,10164.4647268348,10164.4647268348
2.96,1.02,8000,8000,2126.3059463544,2126.3059463544,0,0.957730737682906,10126.3059463544,10126.3059463544
2.98,1.02,8000.00000000004,8000.00000000004,2089.25891953356,2089.25891953356,0,0.958491043766669,10089.2589195336,10089.2589195336
3,1.02,8000.00000000004,8000.00000000004,2053.28265003476,2053.28265003476,0,0.959227905731987,10053.2826500348,10053.2826500348
1,1.04,0,0,95637.6464720301,95637.6464720301,0,0.0968213528068497,0,0
1.02,1.04,0,0,89109.1996802202,89109.1996802202,0,0.11470503624762,0,0
1.04,1.04,0,0,83050.3677781148,83050.3677781148,0,0.134220686174007,0,0
1.06,1.04,0,0,77432.8973446161,77432.8973446161,0,0.155111752089587,0,0
1.08,1.04,0,0,72228.0049583707,72228.0049583707,0,0.177351216997115,0,0
1.1,1.04,0,0,67408.5716865329,67408.5716865329,0,0.200680052861274,0,0
1.12,1.04,0,0,62947.9115667869,62947.9115667869,0,0.224890036148927,0,0
1.14,1.04,0,0,58820.4948866164,58820.4948866164,0,0.249767218348283,0,0
1.16,1.04,0,0,55002.0701576026,55002.0701576026,0,0.275099338109809,0,0
1.18,1.04,0,0,51469.7415059525,51469.7415059525,0,0.300681678557351,0,0
1.2,1.04,0,0,48201.8265476562,48201.8265476562,0,0.326541422035611,0,0
1.22,1.04,0,0,45177.9142900609,45177.9142900609,0,0.352083322588537,0,0
1.24,1.04,0,0,42379.3432128102,42379.3432128102,0,0.377599767233149,0,0
1.26,1.04,0,0,39788.3917736799,39788.3917736799,0,0.402470319948315,0,0
1.28,1.04,0,0,37388.5076088957,37388.5076088957,0,0.427087383987717,0,0
1.3,1.04,0,0,35164.7695507901,35164.7695507901,0,0.451100157946861,0,0
1.32,1.04,0,0,33103.16446488,33103.16446488,0,0.474427628755535,0,0
1.34,1.04,0,0,31190.7787850147,31190.7787850147,0,0.497301372888985,0,0
1.36,1.04,0,0,29415.5013424118,29415.5013424118,0,0.519089915541743,0,0
1.38,1.04,0,0,27766.7507613652,27766.7507613652,0,0.540047276433301,0,0
1.4,1.04,0,0,26234.2615470823,26234.2615470823,0,0.560460535649156,0,0
1.42,1.04,0,0,24809.0270625872,24809.0270625872,0,0.579710064387673,0,0
1.44,1.04,0,0,23482.2175854918,23482.2175854918,0,0.598408333999231,0,0
1.46,1.04,0,0,22246.3702279938,22246.3702279938,0,0.616253261262816,0,0
1.48,1.04,0,0,21094.3244994087,21094.3244994087,0,0.633257857332624,0,0
1.5,1.04,0,0,20019.5554032784,20019.5554032784,0,0.649440261120213,0,0
1.52,1.04,0,0,19016.118518885,19016.118518885,0,0.664822154856943,0,0
1.54,1.04,0,0,18078.3850613165,18078.3850613165,0,0.679721283053615,0,0
1.56,1.04,0,0,17201.4442389905,17201.4442389905,0,0.69357905911456,0,0
1.58,1.04,0,0,16380.8093641997,16380.8093641997,0,0.706999057815543,0,0
1.6,1.04,0,0,15612.0096799278,15612.0096799278,0,0.719448359753484,0,0
1.62,1.04,0,0,14891.3615669968,14891.3615669968,0,0.731511336618329,0,0
1.64,1.04,0,0,14215.3232481118,14215.3232481118,0,0.742937943523752,0,0
1.66,1.04,0,0,13580.5756068461,13580.5756068461,0,0.753759543153813,0,0
1.68,1.04,0,0,12984.0932670476,12984.0932670476,0,0.763755102325551,0,0
1.7,1.04,0,0,12423.1195395421,12423.1195395421,0,0.773709339110566,0,0
1.72,1.04,0,0,11895.1375361396,11895.1375361396,0,0.782896125307021,0,0
1.74,1.04,0,0,11397.8518536961,11397.8518536961,0,0.791594338299061,0,0
1.76,1.04,0,0,10929.1660895544,10929.1660895544,0,0.799830669121955,0,0
1.78,1.04,0,0,10487.0986242297,10487.0986242297,0,0.807851448108439,10487.0986242297,10487.0986242297
1.8,1.04,0,0,10069.658269063,10069.658269063,0,0.815235825956853,10069.658269063,10069.658269063
1.82,1.04,0,0,9675.44332017798,9675.44332017798,0,0.822439906877399,9675.44332017798,9675.44332017798
1.84,1.04,0,0,9302.62745174364,9302.62745174364,0,0.829065396006466,9302.62745174364,9302.62745174364
1.86,1.04,0,0,8949.9701701981,8949.9701701981,0,0.83554373058058,8949.9701701981,8949.9701701981
1.88,1.04,0,3999.99999999997,8616.15038685863,8616.15038685863,0,0.841686166964971,8616.15038685863,12616.1503868586
1.9,1.04,0,3999.99999999998,8299.86229228152,8299.86229228152,0,0.847325996568045,8299.86229228152,12299.8622922815
1.92,1.04,0,4000.00000000004,7999.95821785876,7999.95821785876,0,0.852861146337258,7999.95821785876,11999.9582178588
1.94,1.04,0,3999.99999999997,7715.46328464243,7715.46328464243,0,0.858115041842462,7715.46328464243,11715.4632846424
1.96,1.04,0,4000.00000000001,7445.40116911159,7445.40116911159,0,0.863104159211075,7445.40116911159,11445.4011691116
1.98,1.04,0,4000,7188.8755773504,7188.8755773504,0,0.867843721969242,7188.8755773504,11188.8755773504
2,1.04,0,4000.00000000005,6945.02146934835,6945.02146934835,0,0.87251004301044,6945.02146934835,10945.0214693484
2.02,1.04,4000.00000000002,4000.00000000002,6713.02176832248,6713.02176832248,0,0.876789770316105,10713.0217683225,10713.0217683225
2.04,1.04,3999.99999999998,3999.99999999998,6492.24660616202,6492.24660616202,0,0.880860261816377,10492.246606162,10492.246606162
2.06,1.04,3999.99999999997,3999.99999999997,6282.05756084613,6282.05756084613,0,0.884733317408422,10282.0575608461,10282.0575608461
2.08,1.04,4000,4000,6081.693319852,6081.693319852,0,0.888565715921648,10081.693319852,10081.693319852
2.1,1.04,4000,4000,5890.6777280186,5890.6777280186,0,0.892075208508976,9890.6777280186,9890.6777280186
2.12,1.04,4000,4000,5708.45764899797,5708.45764899797,0,0.895555061041364,9708.45764899797,9708.45764899797
2.14,1.04,4000,7999.99999999998,5534.50183882902,5534.50183882902,0,0.898740147272678,9534.50183882902,13534.501838829
2.16,1.04,4000,8000,5368.3408839123,5368.3408839123,0,0.901907121086387,9368.3408839123,13368.3408839123
2.18,1.04,4000,8000.00000000001,5209.62867925609,5209.62867925609,0,0.904926681164802,9209.62867925609,13209.6286792561
2.2,1.04,4000,8000,5057.7694537438,5057.7694537438,0,0.907689408434141,9057.7694537438,13057.7694537438
2.22,1.04,4000,8000,4912.5195360914,4912.5195360914,0,0.910445519321765,8912.5195360914,12912.5195360914
2.24,1.04,4000,7999.99999999999,4773.51847820591,4773.51847820591,0,0.913078305488903,8773.51847820591,12773.5184782059
2.26,1.04,4000,8000,4640.4143996454,4640.4143996454,0,0.915594160963731,8640.4143996454,12640.4143996454
2.28,1.04,4000,7999.99999999997,4512.88172288693,4512.88172288693,0,0.917999915294722,8512.88172288693,12512.8817228869
2.3,1.04,3999.99999999999,7999.99999999997,4390.61903467143,4390.61903467143,0,0.920301029317107,8390.61903467142,12390.6190346714
2.32,1.04,4000,8000.00000000004,4273.34294099036,4273.34294099036,0,0.922401584630498,8273.34294099036,12273.3429409904
2.34,1.04,4000,7999.99999999998,4160.80724970052,4160.80724970052,0,0.924612824580775,8160.80724970052,12160.8072497005
2.36,1.04,4000,8000,4052.7594153899,4052.7594153899,0,0.926633572898805,8052.7594153899,12052.7594153899
2.38,1.04,4000,7999.99999999997,3948.98098393643,3948.98098393643,0,0.928569859832097,7948.98098393643,11948.9809839364
2.4,1.04,4000,8000.00000000001,3849.26527347579,3849.26527347579,0,0.930426452786128,7849.26527347579,11849.2652734758
2.42,1.04,4000,8000.00000000005,3753.42033111285,3753.42033111285,0,0.932206896586491,7753.42033111285,11753.4203311129
2.44,1.04,4000,8000,3661.2678049433,3661.2678049433,0,0.933915215228569,7661.2678049433,11661.2678049433
2.46,1.04,7999.99999999996,7999.99999999996,3572.60097171004,3572.60097171004,0,0.935639835307319,11572.60097171,11572.60097171
