"ntau","K","pe"
32200,1000200,0.358715071799013
32300,1000200,0.358715071799013
32400,1000200,0.353107019135271
32500,1000200,0.353107019135271
32600,1000200,0.353107019135271
32700,1000200,0.353107019135271
32800,1000200,0.347500429905818
32900,1000200,0.347500429905818
33000,1000200,0.347500429905818
33100,1000200,0.34189667800371
33200,1000200,0.34189667800371
33300,1000200,0.34189667800371
33400,1000200,0.34189667800371
33500,1000200,0.336297157583693
33600,1000200,0.336297157583693
33700,1000200,0.336297157583693
33800,1000200,0.336297157583693
33900,1000200,0.330703282333688
34000,1000200,0.330703282333688
34100,1000200,0.330703282333688
34200,1000200,0.330703282333688
34300,1000200,0.325116484698176
34400,1000200,0.325116484698176
34500,1000200,0.325116484698176
34600,1000200,0.325116484698176
34700,1000200,0.319538215052887
34800,1000200,0.319538215052887
34900,1000200,0.319538215052887
35000,1000200,0.319538215052887
35100,1000200,0.313969940830244
35200,1000200,0.313969940830244
35300,1000200,0.313969940830244
35400,1000200,0.313969940830244
35500,1000200,0.308413145595092
35600,1000200,0.308413145595092
35700,1000200,0.308413145595092
35800,1000200,0.308413145595092
35900,1000200,0.302869271959751
36000,1000200,0.302869271959751
36100,1000200,0.302869271959751
36200,1000200,0.302869271959751
36300,1000200,0.297339945416711
36400,1000200,0.297339945416711
36500,1000200,0.297339945416711
36600,1000200,0.297339945416711
36700,1000200,0.291826635367903
36800,1000200,0.291826635367903
36900,1000200,0.291826635367903
37000,1000200,0.291826635367903
37100,1000200,0.286330879660047
37200,1000200,0.286330879660047
37300,1000200,0.286330879660047
37400,1000200,0.286330879660047
37500,1000200,0.2808542268958
37600,1000200,0.2808542268958
37700,1000200,0.2808542268958
37800,1000200,0.2808542268958
37900,1000200,0.275398235206971
38000,1000200,0.275398235206971
38100,1000200,0.275398235206971
38200,1000200,0.275398235206971
38300,1000200,0.269964470977633
38400,1000200,0.269964470977633
38500,1000200,0.269964470977633
38600,1000200,0.269964470977633
38700,1000200,0.269964470977633
38800,1000200,0.264554507517528
38900,1000200,0.264554507517528
39000,1000200,0.264554507517528
39100,1000200,0.264554507517528
39200,1000200,0.259169923686349
39300,1000200,0.259169923686349
39400,1000200,0.259169923686349
39500,1000200,0.259169923686349
39600,1000200,0.259169923686349
39700,1000200,0.253812302469568
39800,1000200,0.253812302469568
39900,1000200,0.253812302469568
40000,1000200,0.253812302469568
40100,1000200,0.248483183470728
40200,1000200,0.248483183470728
40300,1000200,0.248483183470728
40400,1000200,0.248483183470728
40500,1000200,0.248483183470728
40600,1000200,0.24318424602013
40700,1000200,0.24318424602013
40800,1000200,0.24318424602013
40900,1000200,0.24318424602013
41000,1000200,0.237917029955856
41100,1000200,0.237917029955856
41200,1000200,0.237917029955856
41300,1000200,0.237917029955856
41400,1000200,0.237917029955856
41500,1000200,0.232683119588634
41600,1000200,0.232683119588634
41700,1000200,0.232683119588634
41800,1000200,0.232683119588634
41900,1000200,0.232683119588634
42000,1000200,0.227484095542586
42100,1000200,0.227484095542586
42200,1000200,0.227484095542586
42300,1000200,0.227484095542586
42400,1000200,0.22232153306375
42500,1000200,0.22232153306375
42600,1000200,0.22232153306375
42700,1000200,0.22232153306375
42800,1000200,0.22232153306375
42900,1000200,0.217197000289496
43000,1000200,0.217197000289496
43100,1000200,0.217197000289496
43200,1000200,0.217197000289496
43300,1000200,0.217197000289496
43400,1000200,0.212112056480865
43500,1000200,0.212112056480865
43600,1000200,0.212112056480865
43700,1000200,0.212112056480865
43800,1000200,0.212112056480865
43900,1000200,0.207068250220055
44000,1000200,0.207068250220055
44100,1000200,0.207068250220055
44200,1000200,0.207068250220055
44300,1000200,0.207068250220055
44400,1000200,0.202067117575439
44500,1000200,0.202067117575439
44600,1000200,0.202067117575439
44700,1000200,0.202067117575439
44800,1000200,0.202067117575439
44900,1000200,0.197110143717739
45000,1000200,0.197110143717739
45100,1000200,0.197110143717739
45200,1000200,0.197110143717739
45300,1000200,0.197110143717739
45400,1000200,0.192198942943745
45500,1000200,0.192198942943745
45600,1000200,0.192198942943745
45700,1000200,0.192198942943745
45800,1000200,0.192198942943745
45900,1000200,0.187334893781656
46000,1000200,0.187334893781656
46100,1000200,0.187334893781656
46200,1000200,0.187334893781656
46300,1000200,0.187334893781656
46400,1000200,0.187334893781656
46500,1000200,0.182519499709258
46600,1000200,0.182519499709258
46700,1000200,0.182519499709258
46800,1000200,0.182519499709258
46900,1000200,0.182519499709258
47000,1000200,0.177754205757325
47100,1000200,0.177754205757325
47200,1000200,0.177754205757325
47300,1000200,0.177754205757325
47400,1000200,0.177754205757325
47500,1000200,0.173040432910056
47600,1000200,0.173040432910056
47700,1000200,0.173040432910056
47800,1000200,0.173040432910056
47900,1000200,0.173040432910056
48000,1000200,0.173040432910056
48100,1000200,0.168379576126308
48200,1000200,0.168379576126308
48300,1000200,0.168379576126308
48400,1000200,0.168379576126308
48500,1000200,0.168379576126308
48600,1000200,0.163773002354494
48700,1000200,0.163773002354494
48800,1000200,0.163773002354494
48900,1000200,0.163773002354494
49000,1000200,0.163773002354494
49100,1000200,0.163773002354494
49200,1000200,0.159222048545282
49300,1000200,0.159222048545282
49400,1000200,0.159222048545282
49500,1000200,0.159222048545282
49600,1000200,0.159222048545282
49700,1000200,0.154728019666368
49800,1000200,0.154728019666368
49900,1000200,0.154728019666368
50000,1000200,0.154728019666368
0,1100200,0
100,1100200,0
200,1100200,0
300,1100200,0
400,1100200,0
500,1100200,0
600,1100200,0
700,1100200,0
800,1100200,0
900,1100200,0
1000,1100200,0
1100,1100200,0
1200,1100200,0
1300,1100200,0
1400,1100200,0
1500,1100200,0
1600,1100200,0.981054618361983
1700,1100200,0.98017133532649
1800,1100200,0.979116827678913
1900,1100200,0.977976799334427
2000,1100200,0.976666958058542
2100,1100200,0.975236265807965
2200,1100200,0.973939196041526
2300,1100200,0.972464377927071
2400,1100200,0.97104614278672
2500,1100200,0.969473034830336
2600,1100200,0.968034942805907
2700,1100200,0.966144359944962
2800,1100200,0.964777607864356
2900,1100200,0.96294050988457
3000,1100200,0.961362265566957
3100,1100200,0.95968145888734
3200,1100200,0.957892821548795
3300,1100200,0.956476909657685
3400,1100200,0.954484617145322
3500,1100200,0.952908801020024
3600,1100200,0.951259752322121
3700,1100200,0.949534307317301
3800,1100200,0.947729717993685
3900,1100200,0.945842589810806
4000,1100200,0.943869574267181
4100,1100200,0.941807202136937
4200,1100200,0.940380874225303
4300,1100200,0.938161514065384
4400,1100200,0.936626868184542
4500,1100200,0.934239893124322
4600,1100200,0.932589982222107
4700,1100200,0.930891757540521
4800,1100200,0.928250883889361
4900,1100200,0.926426274080513
5000,1100200,0.924548796545609
5100,1100200,0.922617084346529
5200,1100200,0.920629740844394
5300,1100200,0.918585167926518
5400,1100200,0.916482248747622
5500,1100200,0.914319328326343
5600,1100200,0.91321489476402
5700,1100200,0.910959118597933
5800,1100200,0.908639489969377
5900,1100200,0.906254414852144
6000,1100200,0.90503683005412
6100,1100200,0.902550537583538
6200,1100200,0.899994688295571
6300,1100200,0.898690150518417
6400,1100200,0.896026608396037
6500,1100200,0.894667332654879
6600,1100200,0.891892507465486
6700,1100200,0.890476511911483
6800,1100200,0.887586226484164
6900,1100200,0.886111480077544
7000,1100200,0.883101625872215
7100,1100200,0.881565888618725
7200,1100200,0.880009567479609
7300,1100200,0.876833738683138
7400,1100200,0.875213751828211
7500,1100200,0.873572061377711
7600,1100200,0.870222595146114
7700,1100200,0.868514328616066
7800,1100200,0.866783377075635
7900,1100200,0.865029332029193
8000,1100200,0.861451756957609
8100,1100200,0.859627565244208
8200,1100200,0.857779433393446
8300,1100200,0.855907107101628
8400,1100200,0.854010331104013
8500,1100200,0.850142404500972
8600,1100200,0.848170894759288
8700,1100200,0.846173592950524
8800,1100200,0.844150707962756
8900,1100200,0.842101825150159
9000,1100200,0.840026684408817
9100,1100200,0.837925025248216
9200,1100200,0.835796586876718
9300,1100200,0.833641108290317
9400,1100200,0.831458328364765
9500,1100200,0.829247985951123
9600,1100200,0.827009819974832
9700,1100200,0.824743417135707
9800,1100200,0.822448820367353
9900,1100200,0.820125618300152
10000,1100200,0.817773551220861
10100,1100200,0.815392360041348
10200,1100200,0.812981786420362
10300,1100200,0.810541572889353
10400,1100200,0.808071462982432
10500,1100200,0.805571201370532
10600,1100200,0.803040533999862
10700,1100200,0.803040533999862
10800,1100200,0.800479060310538
10900,1100200,0.797886823928237
11000,1100200,0.795263428726377
11100,1100200,0.792608627225411
11200,1100200,0.789922173980282
11300,1100200,0.787203825746168
11400,1100200,0.787203825746168
11500,1100200,0.784453341649031
11600,1100200,0.781670483361035
11700,1100200,0.778855015280896
11800,1100200,0.776006704719236
11900,1100200,0.776006704719236
12000,1100200,0.773125179214755
12100,1100200,0.770210497190573
12200,1100200,0.767262294018923
12300,1100200,0.764280350614004
12400,1100200,0.764280350614004
12500,1100200,0.761264451805805
12600,1100200,0.758214386556687
12700,1100200,0.758214386556687
12800,1100200,0.755129948183342
12900,1100200,0.752010934584166
13000,1100200,0.748857148472105
13100,1100200,0.748857148472105
13200,1100200,0.745668534500714
13300,1100200,0.742444493614419
13400,1100200,0.742444493614419
13500,1100200,0.739185255952526
13600,1100200,0.735890509628228
13700,1100200,0.732560085113041
13800,1100200,0.732560085113041
13900,1100200,0.729193819206121
14000,1100200,0.725791555305918
14100,1100200,0.725791555305918
14200,1100200,0.722353143687404
14300,1100200,0.718878441784842
14400,1100200,0.718878441784842
14500,1100200,0.715367314480094
14600,1100200,0.715367314480094
14700,1100200,0.711819634396421
14800,1100200,0.708235151306757
14900,1100200,0.708235151306757
15000,1100200,0.704614015230814
15100,1100200,0.700955993719689
15200,1100200,0.700955993719689
15300,1100200,0.697260993409038
15400,1100200,0.697260993409038
15500,1100200,0.693528930225763
15600,1100200,0.689759729713682
15700,1100200,0.689759729713682
15800,1100200,0.68595332736423
15900,1100200,0.68595332736423
16000,1100200,0.682109668952083
16100,1100200,0.682109668952083
16200,1100200,0.678228710875582
16300,1100200,0.674310420501826
16400,1100200,0.674310420501826
16500,1100200,0.670354652622325
16600,1100200,0.670354652622325
16700,1100200,0.66636164475823
16800,1100200,0.66636164475823
16900,1100200,0.662331276036901
17000,1100200,0.662331276036901
17100,1100200,0.658263561239671
17200,1100200,0.654158527906502
17300,1100200,0.654158527906502
17400,1100200,0.650016216705517
17500,1100200,0.650016216705517
17600,1100200,0.645836681805867
17700,1100200,0.645836681805867
17800,1100200,0.641619991253686
17900,1100200,0.641619991253686
18000,1100200,0.637366227350868
18100,1100200,0.637366227350868
18200,1100200,0.633075487036366
18300,1100200,0.633075487036366
18400,1100200,0.628747766062079
18500,1100200,0.628747766062079
18600,1100200,0.624383423738724
18700,1100200,0.624383423738724
18800,1100200,0.619982487498064
18900,1100200,0.619982487498064
19000,1100200,0.615545116680146
19100,1100200,0.615545116680146
19200,1100200,0.611071487195159
19300,1100200,0.611071487195159
19400,1100200,0.606561791912801
19500,1100200,0.606561791912801
19600,1100200,0.602016241051629
19700,1100200,0.602016241051629
19800,1100200,0.602016241051629
19900,1100200,0.597435062567924
20000,1100200,0.597435062567924
20100,1100200,0.592818502543608
20200,1100200,0.592818502543608
20300,1100200,0.588166933631696
20400,1100200,0.588166933631696
20500,1100200,0.58348031407468
20600,1100200,0.58348031407468
20700,1100200,0.578759271366547
20800,1100200,0.578759271366547
20900,1100200,0.578759271366547
21000,1100200,0.574004020413739
21100,1100200,0.574004020413739
21200,1100200,0.56921490367635
21300,1100200,0.56921490367635
21400,1100200,0.564392284018301
21500,1100200,0.564392284018301
21600,1100200,0.564392284018301
21700,1100200,0.559536545073422
21800,1100200,0.559536545073422
21900,1100200,0.554648091605946
22000,1100200,0.554648091605946
22100,1100200,0.554648091605946
22200,1100200,0.549727349864726
22300,1100200,0.549727349864726
22400,1100200,0.544774767930471
22500,1100200,0.544774767930471
22600,1100200,0.544774767930471
22700,1100200,0.539790816055235
22800,1100200,0.539790816055235
22900,1100200,0.534775888148573
23000,1100200,0.534775888148573
23100,1100200,0.534775888148573
23200,1100200,0.529730697327904
23300,1100200,0.529730697327904
23400,1100200,0.524655683627586
23500,1100200,0.524655683627586
23600,1100200,0.524655683627586
23700,1100200,0.519551409198258
23800,1100200,0.519551409198258
23900,1100200,0.514418459915625
24000,1100200,0.514418459915625
24100,1100200,0.514418459915625
24200,1100200,0.509257445656538
24300,1100200,0.509257445656538
24400,1100200,0.509257445656538
24500,1100200,0.504069000561432
24600,1100200,0.504069000561432
24700,1100200,0.498853783282183
24800,1100200,0.498853783282183
24900,1100200,0.498853783282183
25000,1100200,0.493612477214415
25100,1100200,0.493612477214415
25200,1100200,0.493612477214415
25300,1100200,0.488345790713266
25400,1100200,0.488345790713266
25500,1100200,0.488345790713266
25600,1100200,0.483054368004347
25700,1100200,0.483054368004347
25800,1100200,0.483054368004347
25900,1100200,0.477739146517959
26000,1100200,0.477739146517959
26100,1100200,0.472400821324383
26200,1100200,0.472400821324383
26300,1100200,0.472400821324383
26400,1100200,0.467040202408197
26500,1100200,0.467040202408197
26600,1100200,0.467040202408197
26700,1100200,0.461658125508205
26800,1100200,0.461658125508205
26900,1100200,0.461658125508205
27000,1100200,0.456255452212065
27100,1100200,0.456255452212065
27200,1100200,0.456255452212065
27300,1100200,0.450833070026922
27400,1100200,0.450833070026922
27500,1100200,0.450833070026922
27600,1100200,0.445391892424893
27700,1100200,0.445391892424893
27800,1100200,0.445391892424893
27900,1100200,0.439932858862281
28000,1100200,0.439932858862281
28100,1100200,0.439932858862281
28200,1100200,0.434456934771353
28300,1100200,0.434456934771353
28400,1100200,0.434456934771353
28500,1100200,0.434456934771353
28600,1100200,0.428965032232105
28700,1100200,0.428965032232105
28800,1100200,0.428965032232105
28900,1100200,0.423458327223352
29000,1100200,0.423458327223352
29100,1100200,0.423458327223352
29200,1100200,0.417937783336595
29300,1100200,0.417937783336595
29400,1100200,0.417937783336595
29500,1100200,0.412404469236755
29600,1100200,0.412404469236755
29700,1100200,0.412404469236755
29800,1100200,0.412404469236755
29900,1100200,0.406859479071565
30000,1100200,0.406859479071565
30100,1100200,0.406859479071565
30200,1100200,0.401303932274401
30300,1100200,0.401303932274401
30400,1100200,0.401303932274401
30500,1100200,0.395738973331582
30600,1100200,0.395738973331582
30700,1100200,0.395738973331582
30800,1100200,0.395738973331582
30900,1100200,0.390165771513007
31000,1100200,0.390165771513007
31100,1100200,0.390165771513007
31200,1100200,0.384585520565004
31300,1100200,0.384585520565004
31400,1100200,0.384585520565004
31500,1100200,0.384585520565004
31600,1100200,0.378999508085023
31700,1100200,0.378999508085023
31800,1100200,0.378999508085023
31900,1100200,0.37340876592939
32000,1100200,0.37340876592939
32100,1100200,0.37340876592939
32200,1100200,0.37340876592939
32300,1100200,0.367814768395249
32400,1100200,0.367814768395249
32500,1100200,0.367814768395249
32600,1100200,0.36221873397931
32700,1100200,0.36221873397931
32800,1100200,0.36221873397931
32900,1100200,0.36221873397931
33000,1100200,0.356621972805587
33100,1100200,0.356621972805587
33200,1100200,0.356621972805587
33300,1100200,0.356621972805587
33400,1100200,0.35102581677882
33500,1100200,0.35102581677882
33600,1100200,0.35102581677882
33700,1100200,0.345431618983835
33800,1100200,0.345431618983835
33900,1100200,0.345431618983835
34000,1100200,0.345431618983835
34100,1100200,0.339840753039267
34200,1100200,0.339840753039267
34300,1100200,0.339840753039267
34400,1100200,0.339840753039267
34500,1100200,0.334254612404862
34600,1100200,0.334254612404862
34700,1100200,0.334254612404862
34800,1100200,0.334254612404862
34900,1100200,0.328674609641651
35000,1100200,0.328674609641651
35100,1100200,0.328674609641651
35200,1100200,0.328674609641651
35300,1100200,0.32310217562433
35400,1100200,0.32310217562433
35500,1100200,0.32310217562433
35600,1100200,0.32310217562433
35700,1100200,0.317538700007526
35800,1100200,0.317538700007526
35900,1100200,0.317538700007526
36000,1100200,0.317538700007526
36100,1100200,0.311985765520403
36200,1100200,0.311985765520403
36300,1100200,0.311985765520403
36400,1100200,0.311985765520403
36500,1100200,0.306444793694145
36600,1100200,0.306444793694145
36700,1100200,0.306444793694145
36800,1100200,0.306444793694145
36900,1100200,0.300917279807466
37000,1100200,0.300917279807466
37100,1100200,0.300917279807466
37200,1100200,0.300917279807466
37300,1100200,0.295404732780332
37400,1100200,0.295404732780332
37500,1100200,0.295404732780332
37600,1100200,0.295404732780332
37700,1100200,0.289908674090335
37800,1100200,0.289908674090335
37900,1100200,0.289908674090335
38000,1100200,0.289908674090335
38100,1100200,0.289908674090335
38200,1100200,0.284430636639051
38300,1100200,0.284430636639051
38400,1100200,0.284430636639051
38500,1100200,0.284430636639051
38600,1100200,0.278972163568459
38700,1100200,0.278972163568459
38800,1100200,0.278972163568459
38900,1100200,0.278972163568459
39000,1100200,0.273534807027637
39100,1100200,0.273534807027637
39200,1100200,0.273534807027637
39300,1100200,0.273534807027637
39400,1100200,0.273534807027637
39500,1100200,0.268120126890054
39600,1100200,0.268120126890054
39700,1100200,0.268120126890054
39800,1100200,0.268120126890054
39900,1100200,0.262729640854685
40000,1100200,0.262729640854685
40100,1100200,0.262729640854685
40200,1100200,0.262729640854685
40300,1100200,0.262729640854685
40400,1100200,0.257365017800401
40500,1100200,0.257365017800401
40600,1100200,0.257365017800401
40700,1100200,0.257365017800401
40800,1100200,0.252027783569879
40900,1100200,0.252027783569879
41000,1100200,0.252027783569879
41100,1100200,0.252027783569879
41200,1100200,0.252027783569879
41300,1100200,0.246719515138116
41400,1100200,0.246719515138116
41500,1100200,0.246719515138116
41600,1100200,0.246719515138116
41700,1100200,0.241441790071111
41800,1100200,0.241441790071111
41900,1100200,0.241441790071111
42000,1100200,0.241441790071111
42100,1100200,0.241441790071111
42200,1100200,0.236196184961484
42300,1100200,0.236196184961484
42400,1100200,0.236196184961484
42500,1100200,0.236196184961484
42600,1100200,0.236196184961484
42700,1100200,0.230984273821005
42800,1100200,0.230984273821005
42900,1100200,0.230984273821005
43000,1100200,0.230984273821005
43100,1100200,0.230984273821005
43200,1100200,0.225807626431575
43300,1100200,0.225807626431575
43400,1100200,0.225807626431575
43500,1100200,0.225807626431575
43600,1100200,0.225807626431575
43700,1100200,0.220667806656367
43800,1100200,0.220667806656367
43900,1100200,0.220667806656367
44000,1100200,0.220667806656367
44100,1100200,0.220667806656367
44200,1100200,0.215566370713006
